didok,stationsbezeichnung,service,periodevon,periodebis,von1,bis1,von2,bis2,von3,bis3,Mo,Di,Mi,Do,Fr,Sa,So,Oeffnungsdauer,Dauer Mo-Fr,Dauer Sa,Dauer So,Unternehmung,geopos,ID
7478,Frutigen,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T07:43:28+00:53,0001-01-01T19:08:28+00:53,,,,,1,1,1,1,1,,,11.25 Std/Min.,57.5 Std/Min.,,,BLS,"46.5887749341, 7.65159707977",971
7478,Frutigen,Fundservice,,01.01.1931,0001-01-01T08:08:28+00:53,0001-01-01T12:33:28+00:53,0001-01-01T14:13:28+00:53,0001-01-01T17:33:28+00:53,,,,,,,,1,1,7.45 Std/Min.,,7.45 Std/Min.,7.45 Std/Min.,BLS,"46.5887749341, 7.65159707977",972
7478,Frutigen,Gepäck,01.01.2009,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T18:38:28+00:53,,,,,1,1,1,1,1,,,10.45 Std/Min.,53.45 Std/Min.,,,BLS,"46.5887749341, 7.65159707977",973
7478,Frutigen,Reisebüro KTU,,01.01.1931,0001-01-01T08:08:28+00:53,0001-01-01T12:33:28+00:53,0001-01-01T14:13:28+00:53,0001-01-01T17:33:28+00:53,,,0,0,0,0,0,1,1,7.45 Std/Min.,38.45 Std/Min.,7.45 Std/Min.,7.45 Std/Min.,BLS,"46.5887749341, 7.65159707977",974
7483,Spiez,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T06:53:28+00:53,0001-01-01T20:23:28+00:53,,,,,1,1,1,1,1,,,13.30 Std/Min.,67.30 Std/Min.,,,BLS,"46.6863921577, 7.68009797421",975
7483,Spiez,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:23:28+00:53,,,,,,,,,,1,1,11.30 Std/Min.,,11.30 Std/Min.,11.30 Std/Min.,BLS,"46.6863921577, 7.68009797421",976
7483,Spiez,Check-in am Bahnhof,01.01.2015,01.01.2008,0001-01-01T08:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,,,11.0 Std/Min.,55.0 Std/Min.,,,BLS,"46.6863921577, 7.68009797421",977
7483,Spiez,Reisebüro KTU,,01.01.1931,0001-01-01T09:53:28+00:53,0001-01-01T12:53:28+00:53,,,,,,,,,,1,,3.0 Std/Min.,,3.0 Std/Min.,,BLS,"46.6863921577, 7.68009797421",978
7492,Interlaken Ost,Check-in am Bahnhof,,01.01.2012,0001-01-01T07:53:28+00:53,0001-01-01T19:23:28+00:53,,,,,1,1,1,1,1,1,1,11.30 Std/Min.,57.30 Std/Min.,11.30 Std/Min.,11.30 Std/Min.,JB,"46.6905054601, 7.86900513744",979
7492,Interlaken Ost,Fundservice,,01.01.1931,0001-01-01T10:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T17:53:28+00:53,0001-01-01T19:53:28+00:53,,,1,1,1,1,1,,,4.0 Std/Min.,20.0 Std/Min.,,,JB,"46.6905054601, 7.86900513744",980
7492,Interlaken Ost,Gepäck,,01.01.2012,0001-01-01T07:53:28+00:53,0001-01-01T19:23:28+00:53,,,,,1,1,1,1,1,1,1,11.30 Std/Min.,57.30 Std/Min.,11.30 Std/Min.,11.30 Std/Min.,JB,"46.6905054601, 7.86900513744",981
7493,Interlaken West,Eventtickets,01.01.2009,01.01.1931,0001-01-01T09:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T19:13:28+00:53,,,1,1,1,1,1,,,7.50 Std/Min.,39.10 Std/Min.,,,BLS,"46.6826271766, 7.85144043072",982
7493,Interlaken West,Fundservice,,01.01.1931,0001-01-01T06:53:28+00:53,0001-01-01T20:23:28+00:53,,,,,1,1,1,1,1,1,1,13.30 Std/Min.,67.30 Std/Min.,13.30 Std/Min.,13.30 Std/Min.,BLS,"46.6826271766, 7.85144043072",983
7493,Interlaken West,Fundservice,,01.01.2012,0001-01-01T08:53:28+00:53,0001-01-01T18:53:28+00:53,,,,,1,1,1,1,1,1,1,10.0 Std/Min.,50.0 Std/Min.,10.0 Std/Min.,10.0 Std/Min.,BLS,"46.6826271766, 7.85144043072",984
7493,Interlaken West,Geldwechsel,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T21:23:28+00:53,,,,,1,1,1,1,1,1,1,13.30 Std/Min.,67.30 Std/Min.,13.30 Std/Min.,13.30 Std/Min.,BLS,"46.6826271766, 7.85144043072",985
7771,"Wiler (Lötschen), Seilbahn",Gepäck,01.01.2011,01.01.2008,0001-01-01T08:38:28+00:53,0001-01-01T11:38:28+00:53,0001-01-01T15:38:28+00:53,0001-01-01T18:38:28+00:53,,,1,1,1,1,1,,,6.0 Std/Min.,30.0 Std/Min.,,,POST,"46.4018355078, 7.77799838397",986
7771,"Wiler (Lötschen), Seilbahn",Gepäck,01.01.2011,01.01.2008,0001-01-01T08:38:28+00:53,0001-01-01T11:38:28+00:53,,,,,,,,,,1,,3.0 Std/Min.,,3.0 Std/Min.,,POST,"46.4018355078, 7.77799838397",987
7771,"Wiler (Lötschen), Seilbahn",Gepäck,01.01.2009,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T09:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T17:56:28+00:53,,,,,,,,1,1,4.33 Std/Min.,,4.33 Std/Min.,4.33 Std/Min.,POST,"46.4018355078, 7.77799838397",988
7851,"Adelboden, Post","Billette, Abonnemente, Freizeitangebote",01.01.2015,01.01.2007,0001-01-01T09:13:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T18:23:28+00:53,,,,,,,,1,,7.40 Std/Min.,,7.40 Std/Min.,,AFA,"46.4936901019, 7.56029593916",989
7851,"Adelboden, Post","Billette, Abonnemente, Freizeitangebote",01.01.2008,01.01.2012,0001-01-01T09:13:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T18:23:28+00:53,,,0,0,0,0,0,1,0,7.40 Std/Min.,38.20 Std/Min.,7.40 Std/Min.,,AFA,"46.4936901019, 7.56029593916",990
7851,"Adelboden, Post",Check-in am Bahnhof,01.01.2013,01.01.2014,0001-01-01T08:33:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,0,0,8.50 Std/Min.,44.10 Std/Min.,,,AFA,"46.4936901019, 7.56029593916",991
7851,"Adelboden, Post",Check-in am Bahnhof,01.01.2013,01.01.2014,0001-01-01T09:13:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T18:23:28+00:53,,,0,0,0,0,0,0,1,7.40 Std/Min.,38.20 Std/Min.,,7.40 Std/Min.,AFA,"46.4936901019, 7.56029593916",992
7851,"Adelboden, Post",Gepäck,01.01.2013,01.01.2014,0001-01-01T08:33:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,0,0,8.50 Std/Min.,44.10 Std/Min.,,,AFA,"46.4936901019, 7.56029593916",993
7851,"Adelboden, Post",Gepäckaufbewahrung,01.01.2013,01.01.2014,0001-01-01T08:33:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,0,0,8.50 Std/Min.,44.10 Std/Min.,,,AFA,"46.4936901019, 7.56029593916",994
8008,Herzogenbuchsee,Eventtickets,,01.01.1931,0001-01-01T09:03:28+00:53,0001-01-01T18:43:28+00:53,,,,,,,,,,1,,9.40 Std/Min.,,9.40 Std/Min.,,SBB,"47.1880813308, 7.70094642682",995
8008,Herzogenbuchsee,Gepäck,,01.01.1931,0001-01-01T09:03:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T16:53:28+00:53,,,0,0,0,0,0,1,0,6.50 Std/Min.,34.10 Std/Min.,6.50 Std/Min.,,SBB,"47.1880813308, 7.70094642682",996
8050,Bern RBS,"Billette, Abonnemente, Freizeitangebote",01.01.2022,01.01.1931,0001-01-01T05:53:28+00:53,0001-01-02T00:13:28+00:53,,,,,1,1,1,1,,,,18.20 Std/Min.,73.20 Std/Min.,,,RBS,"46.9494901408, 7.43971010788",997
8054,Worblaufen,Reisebüro KTU,01.01.2003,01.01.1931,0001-01-01T07:33:28+00:53,0001-01-01T19:33:28+00:53,,,,,1,1,1,1,1,,,12.0 Std/Min.,60.0 Std/Min.,,,RBS,"46.9788398969, 7.45762397105",998
8059,Jegenstorf,"Billette, Abonnemente, Freizeitangebote",01.01.2012,01.01.2012,0001-01-01T07:53:28+00:53,0001-01-01T12:23:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T17:33:28+00:53,,,1,1,1,1,1,,,8.10 Std/Min.,40.50 Std/Min.,,,RBS,"47.0476153289, 7.50777274234",999
8059,Jegenstorf,Gepäck,01.01.2012,01.01.2012,0001-01-01T07:53:28+00:53,0001-01-01T12:23:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T17:33:28+00:53,,,1,1,1,1,1,,,8.10 Std/Min.,40.50 Std/Min.,,,RBS,"47.0476153289, 7.50777274234",1000
1661,Oberwald,"Billette, Abonnemente, Freizeitangebote",,01.01.1930,0001-01-01T06:23:28+00:53,0001-01-01T19:43:28+00:53,,,,,1,1,1,1,0,0,0,13.20 Std/Min.,66.40 Std/Min.,,,MGB,"46.5308495637, 8.34294024356",1001
1661,Oberwald,"Billette, Abonnemente, Freizeitangebote",,01.01.1930,0001-01-01T06:23:28+00:53,0001-01-01T21:43:28+00:53,,,,,1,1,1,1,1,1,1,15.20 Std/Min.,76.40 Std/Min.,15.20 Std/Min.,15.20 Std/Min.,MGB,"46.5308495637, 8.34294024356",1002
1661,Oberwald,Gepäck,,01.01.1930,0001-01-01T06:23:28+00:53,0001-01-01T21:43:28+00:53,,,,,0,0,0,0,1,1,1,15.20 Std/Min.,76.40 Std/Min.,15.20 Std/Min.,15.20 Std/Min.,MGB,"46.5308495637, 8.34294024356",1003
1661,Oberwald,Gepäck,,01.01.2010,0001-01-01T06:23:28+00:53,0001-01-01T22:28:28+00:53,,,,,1,1,1,1,1,1,1,16.5 Std/Min.,80.25 Std/Min.,16.5 Std/Min.,16.5 Std/Min.,MGB,"46.5308495637, 8.34294024356",1004
1661,Oberwald,Gepäckaufbewahrung,,01.01.1930,0001-01-01T06:23:28+00:53,0001-01-01T19:43:28+00:53,,,,,1,1,1,1,0,0,0,13.20 Std/Min.,66.40 Std/Min.,,,MGB,"46.5308495637, 8.34294024356",1005
1661,Oberwald,Gruppenreisen,,01.01.2010,0001-01-01T06:23:28+00:53,0001-01-01T22:28:28+00:53,,,,,1,1,1,1,1,1,1,16.5 Std/Min.,80.25 Std/Min.,16.5 Std/Min.,16.5 Std/Min.,MGB,"46.5308495637, 8.34294024356",1006
1661,Oberwald,Velovermietung,,01.01.1930,0001-01-01T06:23:28+00:53,0001-01-01T21:43:28+00:53,,,,,1,1,1,1,1,1,1,15.20 Std/Min.,76.40 Std/Min.,15.20 Std/Min.,15.20 Std/Min.,MGB,"46.5308495637, 8.34294024356",1007
1666,Reckingen,Gepäck,01.01.1930,01.01.1931,0001-01-01T09:53:28+00:53,0001-01-01T16:53:28+00:53,,,,,0,0,0,0,1,1,0,7.0 Std/Min.,35.0 Std/Min.,7.0 Std/Min.,,MGB,"46.4682257174, 8.24388275992",1008
1666,Reckingen,Gepäckaufbewahrung,01.01.1930,01.01.1931,0001-01-01T09:53:28+00:53,0001-01-01T12:53:28+00:53,,,,,1,1,1,1,0,0,0,3.0 Std/Min.,15.0 Std/Min.,,,MGB,"46.4682257174, 8.24388275992",1009
1672,Fiesch,"Billette, Abonnemente, Freizeitangebote",,01.01.2012,0001-01-01T08:38:28+00:53,0001-01-01T12:03:28+00:53,0001-01-01T14:33:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,1,1,7.45 Std/Min.,38.45 Std/Min.,7.45 Std/Min.,7.45 Std/Min.,MGB,"46.4031361683, 8.13264349687",1010
1672,Fiesch,Fundservice,01.01.2003,01.01.2024,0001-01-01T08:38:28+00:53,0001-01-01T12:03:28+00:53,0001-01-01T14:33:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,1,0,7.45 Std/Min.,38.45 Std/Min.,7.45 Std/Min.,,MGB,"46.4031361683, 8.13264349687",1011
1672,Fiesch,Gepäck,,01.01.2012,0001-01-01T08:38:28+00:53,0001-01-01T12:03:28+00:53,0001-01-01T14:33:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,1,1,7.45 Std/Min.,38.45 Std/Min.,7.45 Std/Min.,7.45 Std/Min.,MGB,"46.4031361683, 8.13264349687",1012
1672,Fiesch,Gepäckaufbewahrung,01.01.2013,01.01.1930,0001-01-01T08:38:28+00:53,0001-01-01T12:03:28+00:53,0001-01-01T14:33:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,1,1,7.45 Std/Min.,38.45 Std/Min.,7.45 Std/Min.,7.45 Std/Min.,MGB,"46.4031361683, 8.13264349687",1013
1683,Stalden-Saas,"Billette, Abonnemente, Freizeitangebote",,01.01.2019,0001-01-01T08:53:28+00:53,0001-01-01T12:33:28+00:53,0001-01-01T14:03:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,1,1,8.30 Std/Min.,42.30 Std/Min.,8.30 Std/Min.,8.30 Std/Min.,MGB,"46.2319774852, 7.87076552269",1014
1683,Stalden-Saas,Gepäck,01.01.2014,,0001-01-01T08:53:28+00:53,0001-01-01T12:33:28+00:53,0001-01-01T14:03:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,1,1,8.30 Std/Min.,42.30 Std/Min.,8.30 Std/Min.,8.30 Std/Min.,MGB,"46.2319774852, 7.87076552269",1015
1685,St. Niklaus,Gepäck,01.01.2014,,0001-01-01T08:53:28+00:53,0001-01-01T12:33:28+00:53,0001-01-01T14:03:28+00:53,0001-01-01T18:23:28+00:53,,,1,1,1,1,1,1,0,8.0 Std/Min.,40.0 Std/Min.,8.0 Std/Min.,,MGB,"46.1774799214, 7.80211502022",1016
1688,Täsch,Gepäck,01.01.2014,01.01.2017,0001-01-01T07:53:28+00:53,0001-01-01T20:53:28+00:53,,,,,1,1,1,1,0,0,1,13.0 Std/Min.,65.0 Std/Min.,,13.0 Std/Min.,MGB,"46.0674587948, 7.77451598603",1017
1689,Zermatt,Check-in am Bahnhof,01.01.2016,01.01.1930,0001-01-01T07:38:28+00:53,0001-01-01T20:08:28+00:53,,,,,1,1,1,1,1,1,1,12.30 Std/Min.,62.30 Std/Min.,12.30 Std/Min.,12.30 Std/Min.,MGB,"46.0244720211, 7.74829647858",1018
1689,Zermatt,Gepäck,,01.01.2012,0001-01-01T07:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,1,1,12.0 Std/Min.,60.0 Std/Min.,12.0 Std/Min.,12.0 Std/Min.,MGB,"46.0244720211, 7.74829647858",1019
1691,Riffelalp,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T09:38:28+00:53,0001-01-01T13:43:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T17:13:28+00:53,,,1,1,1,1,1,1,1,6.55 Std/Min.,34.35 Std/Min.,6.55 Std/Min.,6.55 Std/Min.,GGB,"46.0048989646, 7.75435623172",1020
1691,Riffelalp,Gepäck,01.01.2023,01.01.1931,0001-01-01T09:43:28+00:53,0001-01-01T17:23:28+00:53,,,,,1,1,1,1,1,1,1,7.40 Std/Min.,38.20 Std/Min.,7.40 Std/Min.,7.40 Std/Min.,GGB,"46.0048989646, 7.75435623172",1021
1754,"Blatten b. Naters, Belalpbahn",Gepäck,01.01.2027,01.01.2005,0001-01-01T08:18:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T17:38:28+00:53,,,1,1,1,1,1,,,8.20 Std/Min.,41.40 Std/Min.,,,POST,"46.3591668639, 7.98390664287",1022
1768,"Grimentz, poste",Gepäck,01.01.2029,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T11:38:28+00:53,,,,,1,1,1,1,1,,,2.45 Std/Min.,13.45 Std/Min.,,,POST,"46.1784922693, 7.57622475623",1023
1779,"St-Luc, office du tourisme",Gepäck,01.01.2029,01.01.1931,0001-01-01T13:53:28+00:53,0001-01-01T14:53:28+00:53,,,,,,1,1,,,,,1.0 Std/Min.,2.0 Std/Min.,,,POST,"46.2235565931, 7.59305699674",1024
1779,"St-Luc, office du tourisme",Gepäckversand Schweiz,,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:53:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,0,0,8.0 Std/Min.,40.0 Std/Min.,,,POST,"46.2235565931, 7.59305699674",1025
1780,"Saas-Almagell, Tourismusbüro",Gepäck,01.01.2011,01.01.1931,0001-01-01T15:53:28+00:53,0001-01-01T17:53:28+00:53,,,,,1,1,1,1,1,1,,2.0 Std/Min.,10.0 Std/Min.,2.0 Std/Min.,,POST,"46.0941668822, 7.95749649507",1026
1781,"Saas-Balen, Dorf",Gepäck,01.01.2028,01.01.2004,0001-01-01T10:38:28+00:53,0001-01-01T12:53:28+00:53,,,,,,,,,,1,,2.15 Std/Min.,,2.15 Std/Min.,,POST,"46.1530118572, 7.92841417761",1027
1782,"Saas-Fee, Post","Billette, Abonnemente, Freizeitangebote",01.01.2014,,0001-01-01T09:08:28+00:53,0001-01-01T11:53:28+00:53,,,,,0,0,0,0,0,1,0,2.45 Std/Min.,13.45 Std/Min.,2.45 Std/Min.,,POST,"46.1087928601, 7.92956975713",1028
1782,"Saas-Fee, Post","Billette, Abonnemente, Freizeitangebote",01.01.2014,,0001-01-01T09:08:28+00:53,0001-01-01T12:23:28+00:53,0001-01-01T15:23:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,0,0,6.45 Std/Min.,33.45 Std/Min.,,,POST,"46.1087928601, 7.92956975713",1029
1783,"Saas-Grund, Post",Gepäck,01.01.2029,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T11:53:28+00:53,0001-01-01T14:53:28+00:53,0001-01-01T18:23:28+00:53,,,1,1,1,1,1,,,6.30 Std/Min.,32.30 Std/Min.,,,POST,"46.1235140981, 7.9368174188",1030
1791,"Zinal, poste",Gepäck,01.01.2029,01.01.1931,0001-01-01T09:23:28+00:53,0001-01-01T11:23:28+00:53,,,,,1,1,1,1,1,1,,2.0 Std/Min.,10.0 Std/Min.,2.0 Std/Min.,,POST,"46.1371059632, 7.62498227897",1031
1794,"Bürchen, Tourismusbüro",Gepäck,01.01.2025,,0001-01-01T09:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:53:28+00:53,0001-01-01T17:53:28+00:53,,,1,1,1,1,1,,,6.0 Std/Min.,30.0 Std/Min.,,,POST,,1032
1963,"Visperterminen, Tourismusbüro",Gepäck,01.01.2020,01.01.1931,0001-01-01T09:23:28+00:53,0001-01-01T12:23:28+00:53,0001-01-01T14:53:28+00:53,0001-01-01T17:53:28+00:53,,,1,1,1,1,1,,,6.0 Std/Min.,30.0 Std/Min.,,,POST,"46.2580558114, 7.90268134293",1033
2001,Zofingen,"Billette, Abonnemente, Freizeitangebote",,01.01.2010,0001-01-01T07:53:28+00:53,0001-01-01T19:38:28+00:53,,,,,1,1,1,1,1,0,0,11.45 Std/Min.,58.45 Std/Min.,,,SBB,"47.2880447598, 7.94309735295",1034
2001,Zofingen,Eventtickets,,01.01.2010,0001-01-01T07:53:28+00:53,0001-01-01T15:23:28+00:53,,,,,,,,,,,1,7.30 Std/Min.,,,7.30 Std/Min.,SBB,"47.2880447598, 7.94309735295",1035
2001,Zofingen,Gepäck,,01.01.2010,0001-01-01T07:53:28+00:53,0001-01-01T17:38:28+00:53,,,,,,,,,,1,,9.45 Std/Min.,,9.45 Std/Min.,,SBB,"47.2880447598, 7.94309735295",1036
2003,Reiden,Drittverkauf,01.01.2012,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T20:53:28+00:53,,,,,0,0,0,0,0,0,1,13.0 Std/Min.,65.0 Std/Min.,,13.0 Std/Min.,SBB,"47.2414629092, 7.96875676951",1037
2005,Nebikon,"Billette, Abonnemente, Freizeitangebote",01.01.2011,01.01.2010,0001-01-01T08:03:28+00:53,0001-01-01T12:08:28+00:53,0001-01-01T15:08:28+00:53,0001-01-01T18:58:28+00:53,,,1,1,1,1,1,,,7.55 Std/Min.,39.35 Std/Min.,,,SBB,"47.192373647, 7.97744173598",1038
2007,Sursee,"Billette, Abonnemente, Freizeitangebote",,01.01.2010,0001-01-01T07:53:28+00:53,0001-01-01T17:53:28+00:53,,,,,0,0,0,0,0,1,0,10.0 Std/Min.,50.0 Std/Min.,10.0 Std/Min.,,SBB,"47.1707889132, 8.09787795205",1039
2007,Sursee,Gepäck,,01.01.2010,0001-01-01T07:53:28+00:53,0001-01-01T14:53:28+00:53,,,,,0,0,0,0,0,0,1,7.0 Std/Min.,35.0 Std/Min.,,7.0 Std/Min.,SBB,"47.1707889132, 8.09787795205",1040
2007,Sursee,Gepäckaufbewahrung,,01.01.2010,0001-01-01T07:53:28+00:53,0001-01-01T17:53:28+00:53,,,,,0,0,0,0,0,1,0,10.0 Std/Min.,50.0 Std/Min.,10.0 Std/Min.,,SBB,"47.1707889132, 8.09787795205",1041
2007,Sursee,Velovermietung,,01.01.2010,0001-01-01T07:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,0,0,12.0 Std/Min.,60.0 Std/Min.,,,SBB,"47.1707889132, 8.09787795205",1042
2007,Sursee,Western Union,,01.01.2010,0001-01-01T07:53:28+00:53,0001-01-01T17:53:28+00:53,,,,,0,0,0,0,0,1,0,10.0 Std/Min.,50.0 Std/Min.,10.0 Std/Min.,,SBB,"47.1707889132, 8.09787795205",1043
2008,Nottwil,Drittverkauf,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T10:38:28+00:53,0001-01-01T15:53:28+00:53,0001-01-01T19:38:28+00:53,,,1,1,1,1,1,,,6.30 Std/Min.,32.30 Std/Min.,,,SBB,"47.1388047171, 8.13858805823",1044
2021,Emmenbrücke,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,,,12.0 Std/Min.,60.0 Std/Min.,,,SBB,"47.0705979582, 8.28255105833",1045
2021,Emmenbrücke,Gruppenreisen,,01.01.1931,0001-01-01T09:53:28+00:53,0001-01-01T17:53:28+00:53,,,,,,,,,,1,,8.0 Std/Min.,,8.0 Std/Min.,,SBB,"47.0705979582, 8.28255105833",1046
2021,Emmenbrücke,Western Union,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,,,12.0 Std/Min.,60.0 Std/Min.,,,SBB,"47.0705979582, 8.28255105833",1047
2024,Hochdorf,"Billette, Abonnemente, Freizeitangebote",01.01.2019,01.01.1931,0001-01-01T09:08:28+00:53,0001-01-01T12:53:28+00:53,,,,,,,,,,1,,3.45 Std/Min.,,3.45 Std/Min.,,SBB,"47.1669743615, 8.28868696709",1048
2024,Hochdorf,Geldwechsel,01.01.2019,01.01.1931,0001-01-01T08:38:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:08:28+00:53,0001-01-01T18:38:28+00:53,,,1,1,1,1,1,,,8.45 Std/Min.,43.45 Std/Min.,,,SBB,"47.1669743615, 8.28868696709",1049
2103,Suhr,"Billette, Abonnemente, Freizeitangebote",01.01.2018,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T13:33:28+00:53,0001-01-01T16:53:28+00:53,,,0,0,0,0,0,1,0,7.20 Std/Min.,36.40 Std/Min.,7.20 Std/Min.,,SBB,"47.3716326855, 8.08227404767",1050
2113,Aarau,Check-in am Bahnhof,,01.01.2010,0001-01-01T09:53:28+00:53,0001-01-01T19:23:28+00:53,,,,,1,1,1,1,1,,,9.30 Std/Min.,47.30 Std/Min.,,,SBB,"47.3913553369, 8.05125354274",1051
2113,Aarau,Geldwechsel,,01.01.2010,0001-01-01T07:23:28+00:53,0001-01-01T20:53:28+00:53,,,,,1,1,1,1,1,,,13.30 Std/Min.,67.30 Std/Min.,,,SBB,"47.3913553369, 8.05125354274",1052
2113,Aarau,Velovermietung,,01.01.2010,0001-01-01T09:53:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,,,1,1,9.0 Std/Min.,,9.0 Std/Min.,9.0 Std/Min.,SBB,"47.3913553369, 8.05125354274",1053
2119,Lenzburg,Gepäck,,01.01.2010,0001-01-01T09:33:28+00:53,0001-01-01T18:03:28+00:53,,,,,,,,,,1,,8.30 Std/Min.,,8.30 Std/Min.,,SBB,"47.3911934191, 8.17037888645",1054
2160,Gränichen,"Billette, Abonnemente, Freizeitangebote",01.01.2009,01.01.1930,0001-01-01T08:53:28+00:53,0001-01-01T12:53:28+00:53,,,,,,,,,,1,,4.0 Std/Min.,,4.0 Std/Min.,,AAR,"47.3616635141, 8.09878046673",1055
2160,Gränichen,"Billette, Abonnemente, Freizeitangebote",,,0001-01-01T08:23:28+00:53,0001-01-01T16:53:28+00:53,,,,,0,0,0,0,0,1,0,8.30 Std/Min.,42.30 Std/Min.,8.30 Std/Min.,,AAR,"47.3616635141, 8.09878046673",1056
2160,Gränichen,Gepäck,01.01.2009,01.01.1930,0001-01-01T08:08:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T19:23:28+00:53,,,1,1,1,1,1,,,10.15 Std/Min.,51.15 Std/Min.,,,AAR,"47.3616635141, 8.09878046673",1057
2160,Gränichen,Gepäck,,01.01.2029,0001-01-01T08:38:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:08:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,,,9.0 Std/Min.,45.0 Std/Min.,,,AAR,"47.3616635141, 8.09878046673",1058
2168,Reinach AG,"Billette, Abonnemente, Freizeitangebote",01.01.2010,,0001-01-01T07:23:28+00:53,0001-01-01T12:53:28+00:53,,,,,,,,,,1,,5.30 Std/Min.,,5.30 Std/Min.,,AAR,"47.250108124, 8.18333544082",1059
2168,Reinach AG,"Billette, Abonnemente, Freizeitangebote",01.01.2019,01.01.1931,0001-01-01T08:08:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,,,9.45 Std/Min.,48.45 Std/Min.,,,AAR,"47.250108124, 8.18333544082",1060
2168,Reinach AG,"Billette, Abonnemente, Freizeitangebote",01.01.2019,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T13:38:28+00:53,0001-01-01T16:53:28+00:53,,,,,,,,1,,7.15 Std/Min.,,7.15 Std/Min.,,AAR,"47.250108124, 8.18333544082",1061
2168,Reinach AG,Gepäck,01.01.2019,,0001-01-01T07:23:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,,,10.30 Std/Min.,52.30 Std/Min.,,,AAR,"47.250108124, 8.18333544082",1062
