didok,stationsbezeichnung,service,Mail,Firma,Postfach,Adresse,Nummer,PLZ,Ort,Land,geopos,ID
305,Frick,Fundservice,reisebuero.frick@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,2,5070,Frick,Schweiz,"47.5073437467, 8.01307225263",1394
309,Brugg AG,Eventtickets,bahnhof.brugg@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,2,5200,Brugg,,"47.4808528316, 8.20882744791",1395
309,Brugg AG,Western Union,bahnhof.brugg@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,2,5200,Brugg,,"47.4808528316, 8.20882744791",1396
1008,Genève,"Billette, Abonnemente, Freizeitangebote",voyageurs.geneve@cff.ch,Chemins de fer fédéraux suisse CFF,,Place Cornavin,7,1201,Genève,Suisse,"46.2102022669, 6.14245302875",1397
1008,Genève,Gepäck,b.ge385@sbb.ch,Chemins de fer fédéraux suisse CFF,,Place Cornavin,7,1201,Genève,Suisse,"46.2102022669, 6.14245302875",1398
1008,Genève,SBB Lounge,,Chemins de fer fédéraux suisse CFF,,Place Cornavin,7,1201,Genève,Suisse,"46.2102022669, 6.14245302875",1399
1031,Gland,"Billette, Abonnemente, Freizeitangebote",agencedevoyages.gland@sbb.ch,Chemins de fer fédéraux suisse CFF,,Route de Nyon,1,1196,Gland,Suisse,"46.419975355, 6.26913801937",1400
5004,Arth-Goldau,Gepäck,,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,1,6410,Goldau,,"47.04915622, 8.54949116322",1401
5006,Schwyz,"Billette, Abonnemente, Freizeitangebote",bahnhof.schwyz@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,133,6423,Seewen,,"47.0263942922, 8.63213946703",1402
5006,Schwyz,Geldwechsel,bahnhof.schwyz@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,133,6423,Seewen,,"47.0263942922, 8.63213946703",1403
5006,Schwyz,Gepäckaufbewahrung,bahnhof.schwyz@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,133,6423,Seewen,,"47.0263942922, 8.63213946703",1404
5007,Brunnen,"Billette, Abonnemente, Freizeitangebote",bahnhof.brunnen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,46,6440,Brunnen,,"46.9991749288, 8.61004816648",1405
5007,Brunnen,Eventtickets,bahnhof.brunnen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,46,6440,Brunnen,,"46.9991749288, 8.61004816648",1406
5068,Rigi Staffel,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"47.0536828684, 8.47424275573",1407
5090,Schlattli SSSF,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"46.9919341728, 8.66837098786",1408
5112,Flüelen,Gepäck,bahnhof.flueelen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,1,6454,Flüelen,,"46.9017256462, 8.62429304308",1409
5165,Andermatt,Gepäck,bahnhof.andermatt@mgbahn.ch,Matterhorn Gotthardbahn,,Bahnhofstrasse,4,6490,Andermatt,,"46.6368923078, 8.59327487979",1410
5176,Sedrun,"Billette, Abonnemente, Freizeitangebote",bahnhof.sedrun@mgbahn.ch,Matterhorn Gotthard Bahn,,Via Gionda,27,7188,Sedrun,Svizra,"46.6810660346, 8.76977687553",1411
5176,Sedrun,Gepäck,bahnhof.sedrun@mgbahn.ch,Matterhorn Gotthard Bahn,,Via Gionda,27,7188,Sedrun,Svizra,"46.6810660346, 8.76977687553",1412
5213,Bellinzona,Geldwechsel,,Ferrovie federali svizzere FFS,,Piazzale Stazione,,6500,Bellinzona,CH,"46.195436816, 9.02950898687",1413
5213,Bellinzona,Velovermietung,viaggiatori.bellinzona@sbb.ch,Ferrovie federali svizzere FFS,,Piazzale Stazione,,6500,Bellinzona,CH,"46.195436816, 9.02950898687",1414
5269,Lukmanier Passhöhe,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"46.5635862704, 8.80159677504",1415
5300,Lugano,Geldwechsel,cambio.lugano@sbb.ch,Ferrovie federali svizzere FFS,,Piazzale della Stazione,,6900,Lugano,CH,"46.0055057275, 8.94687441524",1416
5300,Lugano,Gepäck,sportello-bagagl.lugano@sbb.ch,Ferrovie federali svizzere FFS,,Piazzale della Stazione,,6900,Lugano,CH,"46.0055057275, 8.94687441524",1417
5307,Chiasso,Eventtickets,viaggiatori.chiasso@sbb.ch,Ferrovie federali svizzere FFS,,Via Motta,,6830,Chiasso,CH,"45.8321788009, 9.03144057629",1418
5307,Chiasso,Geldwechsel,viaggiatori.chiasso@sbb.ch,Ferrovie federali svizzere FFS,,Via Motta,,6830,Chiasso,CH,"45.8321788009, 9.03144057629",1419
5400,Locarno,Check-in am Bahnhof,biglietteria.locarno@sbb.ch,Ferrovie federali svizzere FFS,Casella postale 344,,,6602,Muralto,CH,"46.1724273965, 8.80135894865",1420
5750,Agra,Drittverkauf,,,,,,,,,"45.967409486, 8.91244607326",1421
6000,Winterthur,Gruppenreisen,billette.winterthur@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach,,,8401,Winterthur,Schweiz,"47.5003335301, 8.72379907332",1422
6000,Winterthur,Velovermietung,fundbuero.winterthur@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach,,,8401,Winterthur,Schweiz,"47.5003335301, 8.72379907332",1423
6002,Winterthur Seen,Eventtickets,bahnhof.winterthur-seen@sbb.ch,Schweizerische Bundesbahnen SBB,,Kanzleistrasse,60,8405,Winterthur,Schweiz,"47.4874349418, 8.76678904042",1424
6002,Winterthur Seen,Western Union,bahnhof.winterthur-seen@sbb.ch,Schweizerische Bundesbahnen SBB,,Kanzleistrasse,60,8405,Winterthur,Schweiz,"47.4874349418, 8.76678904042",1425
6011,Eschlikon,Drittverkauf,eschlikon@avec.ch,,,,,,,,"47.4614892248, 8.95851470682",1426
6013,Aadorf,"Billette, Abonnemente, Freizeitangebote",verkauf.aadorf@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,26,8355,Aadorf,Schweiz,"47.4881178542, 8.90328450849",1427
6014,Elgg,Drittverkauf,sunshine-reisen@bluemail.ch,Sunshine Reisen,,Bahnhofstrasse,1,8353,Elgg,Schweiz,"47.4985287524, 8.86339187202",1428
6015,Räterschen,Drittverkauf,835200@post.ch,Die Schweizerische Post,,Stationsstrasse,8,8352,Elsau,Schweiz,"47.4986756956, 8.79499713285",1429
6016,Oberwinterthur,Gepäck,bahnhof.oberwinterthur@sbb.ch,Schweizerische Bundesbahnen SBB,,Frauenfelderstrasse,25,8404,Winterthur,Schweiz,"47.5079184546, 8.76037093131",1430
6020,Seuzach,Drittverkauf,seuzach@avec.ch,Avec Seuzach,,Bahnhof,,8472,Seuzach,Schweiz,"47.5357677342, 8.73886853866",1431
6047,Andelfingen,DHL,bahnhof.andelfingen@sbb.ch,Schweizerische Bundesbahnen SBB,,Humlikerstrasse,,8450,Andelfingen,Schweiz,"47.5937589886, 8.67797953564",1432
6047,Andelfingen,Fundservice,bahnhof.andelfingen@sbb.ch,Schweizerische Bundesbahnen SBB,,Humlikerstrasse,,8450,Andelfingen,Schweiz,"47.5937589886, 8.67797953564",1433
6105,Weinfelden,Western Union,reisebuero.weinfelden@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,1,8570,Weinfelden,Schweiz,"47.5662241626, 9.10634628137",1434
6109,Amriswil,"Billette, Abonnemente, Freizeitangebote",reisebuero.amriswil@sbb.ch,Schweizerische Bundesbahnen SBB,,Poststrasse,6,8580,Amriswil,Schweiz,"47.5504471564, 9.30221759023",1435
6121,Romanshorn,Geldwechsel,reisebuero.romanshorn@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,,8590,Romanshorn,Schweiz,"47.5655269844, 9.37936259732",1436
6121,Romanshorn,Gepäck,reisebuero.romanshorn@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,,8590,Romanshorn,Schweiz,"47.5655269844, 9.37936259732",1437
6121,Romanshorn,Velovermietung,,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,,8590,Romanshorn,Schweiz,"47.5655269844, 9.37936259732",1438
6121,Romanshorn,Western Union,reisebuero.romanshorn@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,,8590,Romanshorn,Schweiz,"47.5655269844, 9.37936259732",1439
6131,Kreuzlingen,Geldwechsel,reisebuero.kreuzlingen@sbb.ch,Schweizerische Bundesbahnen SBB,1837,Bahnhofstrasse,12,8280,Kreuzlingen,Schweiz,"47.6525540444, 9.16906514323",1440
6131,Kreuzlingen,Western Union,reisebuero.kreuzlingen@sbb.ch,Schweizerische Bundesbahnen SBB,1837,Bahnhofstrasse,12,8280,Kreuzlingen,Schweiz,"47.6525540444, 9.16906514323",1441
6133,Ermatingen,Drittverkauf,info.ermatingen@bluewin.ch,,,,,,,,"47.6699950278, 9.08565476022",1442
6200,Wattwil,"Billette, Abonnemente, Freizeitangebote",wattwil@sob.ch,SOB,,Bahnhofstrasse,16,9630,Wattwil,CH,"47.2994785543, 9.0864636527",1443
6206,Wil,Check-in am Bahnhof,bahnhof.wil@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,,9500,Wil,Schweiz,"47.4624092373, 9.04098327921",1444
6210,Gossau SG,Western Union,bahnhof.gossau@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,2,9200,Gossau,Schweiz,"47.4118296551, 9.25303263655",1445
6262,Hoher Kasten,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"47.2837551184, 9.48494273247",1446
6286,Appenzell,"Billette, Abonnemente, Freizeitangebote",appenzell@appenzellerbahnen.ch,Appenzeller Bahnen AG,,Bahnhofstrasse,1,9050,Appenzell,,"47.328286221, 9.40882608704",1447
6290,Herisau,"Billette, Abonnemente, Freizeitangebote",herisau@sob.ch,Schweizerische Südostbahn AG,,Bahnhofplatz,5,9100,Herisau,,"47.3901678809, 9.27680356449",1448
6292,Degersheim,Gepäck,degersheim@sob.ch,Schweiz. Südostbahn AG,,Bahnhofstrasse,7,9113,Degersheim,Schweiz,"47.3724767308, 9.20028142402",1449
6299,Nesslau-Neu St. Johann,"Billette, Abonnemente, Freizeitangebote",nesslau@sob.ch,Schweiz. Südostbahn AG,,Bahnhofstrasse,3,9650,Nesslau,Schweiz,"47.2266599944, 9.19779821129",1450
6299,Nesslau-Neu St. Johann,Gepäck,nesslau@sob.ch,Schweiz. Südostbahn AG,,Bahnhofstrasse,3,9650,Nesslau,Schweiz,"47.2266599944, 9.19779821129",1451
6308,Arbon,Eventtickets,arbon@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,48,9320,Arbon,Schweiz,"47.5105854479, 9.43333858591",1452
6311,Rorschach,Eventtickets,reisebuero.rorschach@sbb.ch,Schweizerische Bundesbahnen SBB,,Churerstrasse,17,9400,Rorschach,Schweiz,"47.4779984016, 9.50513168035",1453
6313,Rheineck,Eventtickets,reisebuero.rheineck@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,33,9424,Rheineck,Schweiz,"47.4668881391, 9.59090422659",1454
6314,St. Margrethen,Gepäck,reisebuero.st.margrethen@sbb.ch,Schweizerische Bundesbahnen SBB,757,Bahnhofplatz,1,9430,St. Margrethen,Schweiz,"47.4532118157, 9.63825154068",1455
7006,Münsingen,Eventtickets,reisebuero.muensingen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz 4,,3110,Münsingen,,"46.8733456586, 7.55942999819",1456
7006,Münsingen,Geldwechsel,reisebuero.muensingen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz 4,,3110,Münsingen,,"46.8733456586, 7.55942999819",1457
7076,Belp,Geldwechsel,,BLS,,Bahnhofplatz,6,3123,Belp,,"46.888883092, 7.49863601858",1458
7100,Thun,Eventtickets,personenverkehr.thun@sbb.ch,Schweizerische Bundesbahnen SBB,,Seestrasse,2,3600,Thun,,"46.7548532939, 7.62959464395",1459
7100,Thun,Geldwechsel,personenverkehr.thun@sbb.ch,Schweizerische Bundesbahnen SBB,,Seestrasse,2,3600,Thun,,"46.7548532939, 7.62959464395",1460
7100,Thun,Western Union,personenverkehr.thun@sbb.ch,Schweizerische Bundesbahnen SBB,,Seestrasse,2,3600,Thun,,"46.7548532939, 7.62959464395",1461
7172,"Hünibach, Chartreuse",Drittverkauf,,,,,,,,,"46.7453370094, 7.64464926686",1462
7364,Jungfraujoch,"Billette, Abonnemente, Freizeitangebote",fp.joch@jungfrau.ch,,,,,,,,"46.5474673476, 7.98208559693",1463
7372,Wengen,"Billette, Abonnemente, Freizeitangebote",fp.we@jungfrau.ch,,,,,,,,"46.6049014894, 7.92100343934",1464
7372,Wengen,Check-in am Bahnhof,fp.we@jungfrau.ch,,,,,,,,"46.6049014894, 7.92100343934",1465
7374,Kleine Scheidegg,"Billette, Abonnemente, Freizeitangebote",fp.ks@jungfrau.ch,,,,,,,,"46.5847945993, 7.96012305872",1466
7376,Grindelwald Grund,Gepäck,fp.gr@jungfrau.ch,WENGERNALPBAHN AG,,,,3818,Grindelwald,,"46.6226478957, 8.02332914559",1467
7379,Mürren BLM,"Billette, Abonnemente, Freizeitangebote",fp.mue@jungfrau.ch,,,,,,,,"46.5641050247, 7.89724225608",1468
7380,Grindelwald,Gepäckaufbewahrung,fp.gw@jungfrau.ch,Berner Oberland Bahn,,Dorfstrasse,77,3818,Grindelwald,CH,"46.6243684278, 8.03331025897",1469
7384,Lauterbrunnen,Gepäck,pv.lbr@jungfrau.ch,Berner Oberland-Bahnen AG,,Rail Travel Office,,3822,Lauterbrunnen,,"46.5984335089, 7.90809093738",1470
7388,Wilderswil,Fundservice,fp.wi@jungfrau.ch,,,,,,,,"46.6657027223, 7.86947421285",1471
7388,Wilderswil,Gepäckaufbewahrung,fp.wi@jungfrau.ch,,,,,,,,"46.6657027223, 7.86947421285",1472
7493,Interlaken West,Eventtickets,,BLS,,Bahnhofstrasse,28,3800,Interlaken,,"46.6826271766, 7.85144043072",1473
8005,Burgdorf,Eventtickets,billette.burgdorf@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,44,3400,Burgdorf,Schweiz,"47.0606957305, 7.62168894507",1474
8008,Herzogenbuchsee,"Billette, Abonnemente, Freizeitangebote",bahnhof.herzogenbuchsee@sbb.ch,Schweizerische Bundesbahnen SBB,,Lagerstrasse,9,3360,Herzogenbuchsee,CH,"47.1880813308, 7.70094642682",1475
8008,Herzogenbuchsee,Eventtickets,bahnhof.herzogenbuchsee@sbb.ch,Schweizerische Bundesbahnen SBB,,Lagerstrasse,9,3360,Herzogenbuchsee,CH,"47.1880813308, 7.70094642682",1476
8050,Bern RBS,Reisebüro KTU,reiseservice.bern@rbs.ch,Regionalverkehr Bern-Solothurn RBS,,Neuengassunterführung im Bahnhof,,3011,Bern,,"46.9494901408, 7.43971010788",1477
8084,Kirchberg-Alchenflüh,"Billette, Abonnemente, Freizeitangebote",kirchberg@bls.ch,BLS AG,,Bahnhofplatz,3,3422,Alchenflüh,Schweiz,"47.0834934517, 7.58014043614",1478
8084,Kirchberg-Alchenflüh,Eventtickets,kirchberg@bls.ch,BLS AG,,Bahnhofplatz,3,3422,Alchenflüh,Schweiz,"47.0834934517, 7.58014043614",1479
8084,Kirchberg-Alchenflüh,Gruppenreisen,kirchberg@bls.ch,BLS AG,,Bahnhofplatz,3,3422,Alchenflüh,Schweiz,"47.0834934517, 7.58014043614",1480
8089,Biberist Ost,Gepäck,,BLS,,Emmenstrasse,6,4562,Biberist,,"47.1806269395, 7.56634577241",1481
8183,Madiswil,Drittverkauf,,Die Schweizerische Post,,Obergasse,2,4934,Madiswil BE,,"47.1666712746, 7.79564564965",1482
8265,Hasle-Rüegsau,"Billette, Abonnemente, Freizeitangebote",hasle@bls.ch,BLS,,Im Bahnhof,,3415,Hasle-Rüegsau,,"47.016021356, 7.65562739603",1483
8265,Hasle-Rüegsau,Gepäckaufbewahrung,hasle@bls.ch,BLS,,Im Bahnhof,,3415,Hasle-Rüegsau,,"47.016021356, 7.65562739603",1484
8267,Ramsei,"Billette, Abonnemente, Freizeitangebote",ramsei@bls.ch,BLS,,Emmentalstrasse,160,3435,Ramsei,,"46.9967638644, 7.7102034568",1485
8267,Ramsei,Gepäck,ramsei@bls.ch,BLS,,Emmentalstrasse,160,3435,Ramsei,,"46.9967638644, 7.7102034568",1486
8391,Stans,"Billette, Abonnemente, Freizeitangebote",stans@zentralbahn.ch,zb Zentralbahn AG,,Bahnhofplatz,2,6370,Stans,,"46.9583210245, 8.36674143144",1487
8391,Stans,Geldwechsel,stans@zentralbahn.ch,zb Zentralbahn AG,,Bahnhofplatz,2,6370,Stans,,"46.9583210245, 8.36674143144",1488
8399,Engelberg,Gepäckaufbewahrung,engelberg@zentralbahn.ch,zb Zentralbahn AG,,Bahnhofstrasse,9,6390,Engelberg,,"46.8195231702, 8.40264298232",1489
8463,Weggis,Gepäck,station.ws@lakelucerne.ch,Schifffahrtsgesellschaft des Vierwaldstättersees (SGV) AG,,Seestrasse,7,6353,Weggis,,"47.03142122, 8.43322400814",1490
8496,Klewen,"Billette, Abonnemente, Freizeitangebote",tsb@seelisberg.com,,,,,,,,"46.9403913062, 8.47296605508",1491
8857,"Hasliberg Goldern, Post",Gepäck,,,,,,,,,"46.739659351, 8.19843169697",1492
9000,Chur,Gepäckausgabe,personenverkehr.chur@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach 566,Bahnhofplatz,3,7001,Chur,Schweiz,"46.8530797552, 9.52892561961",1493
9002,Landquart,Geldwechsel,reisebuero.landquart@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,7302,Landquart,CH,"46.9674389764, 9.55402859224",1494
9002,Landquart,Western Union,reisebuero.landquart@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,7302,Landquart,CH,"46.9674389764, 9.55402859224",1495
9067,Klosters Dorf,Mobile Verkaufstelle,klosters@rhb.ch,,,,,,,,"46.8834700378, 9.87532293986",1496
9068,Klosters Platz,Check-in am Bahnhof,klosters@rhb.ch,Rhätische Bahn AG,,Bahnhofstrasse,2,7250,Klosters,,"46.8692118566, 9.8809363602",1497
9068,Klosters Platz,Geldwechsel,klosters@rhb.ch,Rhätische Bahn AG,,Bahnhofstrasse,2,7250,Klosters,,"46.8692118566, 9.8809363602",1498
9071,Davos Wolfgang,Mobile Verkaufstelle,davos-platz@rhb.ch,,,,,,,,"46.8319650347, 9.85455367613",1499
9072,Davos Dorf,"Billette, Abonnemente, Freizeitangebote",davos-dorf@rhb.ch,Rhätische Bahn AG,,Bahnhofstrasse,8,7260,Davos Dorf,Schweiz,"46.8097194338, 9.84211236596",1500
126,Porrentruy,Geldwechsel,voyageurs.porrentruy@sbb.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,4,2900,Porrentruy,Suisse,"47.420909698, 7.08007451034",1501
126,Porrentruy,Gepäck,voyageurs.porrentruy@sbb.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,4,2900,Porrentruy,Suisse,"47.420909698, 7.08007451034",1502
170,Tramelan,Kundendienst,gare-tramelan@les-cj.ch,Chemins de fer du Jura,,Rue de la Gare,27,2720,Tramelan,,"47.2228109343, 7.1055695828",1503
188,Bonfol,"Billette, Abonnemente, Freizeitangebote",gare-bonfol@les-cj.ch,Chemins de fer du Jura,,,,2944,Bonfol,,"47.4739779525, 7.15539491931",1504
188,Bonfol,Geldwechsel,gare-bonfol@les-cj.ch,Chemins de fer du Jura,,,,2944,Bonfol,,"47.4739779525, 7.15539491931",1505
188,Bonfol,Gepäck,gare-bonfol@les-cj.ch,Chemins de fer du Jura,,,,2944,Bonfol,,"47.4739779525, 7.15539491931",1506
202,Grenchen Süd,"Billette, Abonnemente, Freizeitangebote",bahnhof.grenchen-sued@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,65,2540,Grenchen,,"47.1887666151, 7.39817426522",1507
202,Grenchen Süd,Gepäckaufbewahrung,bahnhof.grenchen-sued@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,65,2540,Grenchen,,"47.1887666151, 7.39817426522",1508
207,Solothurn,Gepäckaufbewahrung,bahnhof.solothurn@sbb.ch,Schweizerische Bundesbahnen SBB,,Dornacherstrasse 48,,4500,Solothurn,,"47.2041807751, 7.54268420304",1509
207,Solothurn,Velovermietung,bahnhof.solothurn@sbb.ch,Schweizerische Bundesbahnen SBB,,Dornacherstrasse 48,,4500,Solothurn,,"47.2041807751, 7.54268420304",1510
218,Olten,Geldwechsel,bahnhof.olten@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse 22,,4600,Olten,,"47.3519295325, 7.907688105",1511
305,Frick,Western Union,reisebuero.frick@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,2,5070,Frick,Schweiz,"47.5073437467, 8.01307225263",1512
309,Brugg AG,"Billette, Abonnemente, Freizeitangebote",bahnhof.brugg@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,2,5200,Brugg,,"47.4808528316, 8.20882744791",1513
309,Brugg AG,Geldwechsel,bahnhof.brugg@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,2,5200,Brugg,,"47.4808528316, 8.20882744791",1514
309,Brugg AG,Gepäck,bahnhof.brugg@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,2,5200,Brugg,,"47.4808528316, 8.20882744791",1515
863,"Montfaucon, village Reka",Gepäck,,,,,,,,,"47.282516149, 7.0506853286",1516
1008,Genève,SBB Lounge,b.ge385@sbb.ch,Chemins de fer fédéraux suisse CFF,,Place Cornavin,7,1201,Genève,Suisse,"46.2102022669, 6.14245302875",1517
1030,Nyon,Geldwechsel,voyageurs.nyon@cff.ch,Chemins de fer fédéraux suisse CFF,1178,Place de la Gare,2,1260,Nyon 1,Suisse,"46.3844060313, 6.23597429701",1518
1031,Gland,Eventtickets,agencedevoyages.gland@sbb.ch,Chemins de fer fédéraux suisse CFF,,Route de Nyon,1,1196,Gland,Suisse,"46.419975355, 6.26913801937",1519
1031,Gland,Fundservice,agencedevoyages.gland@sbb.ch,Chemins de fer fédéraux suisse CFF,,Route de Nyon,1,1196,Gland,Suisse,"46.419975355, 6.26913801937",1520
1031,Gland,Gepäck,agencedevoyages.gland@sbb.ch,Chemins de fer fédéraux suisse CFF,,Route de Nyon,1,1196,Gland,Suisse,"46.419975355, 6.26913801937",1521
1036,St-Prex,Drittverkauf,,,,,,,,,"46.4823041329, 6.45590462293",1522
1037,Morges,Gepäck,mor300@cff.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,2,1110,Morges,Suisse,"46.5110918027, 6.49396427184",1523
1037,Morges,Western Union,mor300@cff.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,2,1110,Morges,Suisse,"46.5110918027, 6.49396427184",1524
1062,St-Cergue,"Billette, Abonnemente, Freizeitangebote",gare.st-cergue@tprnov.ch,,,,,,,,"46.4485976182, 6.16037053791",1525
1120,Lausanne,"Billette, Abonnemente, Freizeitangebote",vente.lausanne@cff.ch,Chemins de fer fédéraux suisse CFF,Case Postale 705,,,1001,Lausanne 1,Suisse,"46.5167786487, 6.62909314109",1526
1120,Lausanne,Fundservice,lausanne.bagages_vente@cff.ch,Chemins de fer fédéraux suisse CFF,Case Postale 705,,,1001,Lausanne 1,Suisse,"46.5167786487, 6.62909314109",1527
1120,Lausanne,Geldwechsel,change.lausanne@cff.ch,Chemins de fer fédéraux suisse CFF,Case Postale 705,,,1001,Lausanne 1,Suisse,"46.5167786487, 6.62909314109",1528
1121,Pully,"Billette, Abonnemente, Freizeitangebote",x002039@sbb.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,1,1009,Pully,Suisse,"46.5109189922, 6.65946254087",1529
1121,Pully,Eventtickets,x002039@sbb.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,1,1009,Pully,Suisse,"46.5109189922, 6.65946254087",1530
1121,Pully,Western Union,x002039@sbb.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,1,1009,Pully,Suisse,"46.5109189922, 6.65946254087",1531
1200,Vevey,Gepäck,ventevoyageurs.vevey@cff.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,3,1800,Vevey,Suisse,"46.4629974303, 6.84345000982",1532
1300,Montreux,Eventtickets,montreux.voyageurs@sbb.ch,Chemins de fer fédéraux suisse CFF,1243,Av. des Alpes,74,1820,Montreux,Suisse,"46.4358743527, 6.91043275261",1533
1303,Villeneuve,"Billette, Abonnemente, Freizeitangebote",gare.villeneuve@sbb.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,3,1844,Villeneuve,,"46.3983659275, 6.92699984758",1534
1394,Château-d'Oex,Geldwechsel,gare.chateaudoex@goldenpass.ch,,,,,,,,"46.4746699982, 7.13141988446",1535
1399,Gstaad,Fundservice,bahnhof.gstaad@goldenpass.ch,GoldenPass,,Güterstrasse,12,3780,Gstaad,,"46.4748024084, 7.28441201978",1536
1399,Gstaad,Velovermietung,bahnhof.gstaad@goldenpass.ch,GoldenPass,,Güterstrasse,12,3780,Gstaad,,"46.4748024084, 7.28441201978",1537
1400,Aigle,"Billette, Abonnemente, Freizeitangebote",VOYAGEURS.AIGLE@SBB.CH,Chemins de fer fédéraux suisse CFF,,Place de la Gare,1,1860,Aigle,Suisse,"46.3168441199, 6.9636800936",1538
1400,Aigle,Gepäck,VOYAGEURS.AIGLE@SBB.CH,Chemins de fer fédéraux suisse CFF,,Place de la Gare,1,1860,Aigle,Suisse,"46.3168441199, 6.9636800936",1539
1400,Aigle,Velovermietung,VOYAGEURS.AIGLE@SBB.CH,Chemins de fer fédéraux suisse CFF,,Place de la Gare,1,1860,Aigle,Suisse,"46.3168441199, 6.9636800936",1540
1463,Monthey-Ville,Geldwechsel,,,,,,,,,"46.2540922785, 6.94751344179",1541
1482,Leysin-Feydey,"Billette, Abonnemente, Freizeitangebote",gare.leysin-feydey@rail.ch,TPC,,Léopold de Reynier,13,1854,Leysin,Suisse,"46.3444423351, 7.00836910886",1542
1495,Villars-sur-Ollon,Geldwechsel,gare.villars@tpc.ch,,,,,,,,"46.2962535067, 7.05623802224",1543
1500,Martigny,Gepäck,b11.ma300@sbb.ch,Chemins de fer fédéraux suisse CFF,,Avenue de la Gare,53,1920,Martigny,,"46.1058273015, 7.07912247583",1544
1506,Sion,Eventtickets,voyageurs.sion@sbb.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,1,1950,Sion,,"46.2275453615, 7.35919185191",1545
1565,Finhaut,Gepäck,,TMR Transports de Martigny et Régions SA,,Place de la gare,1,1925,Finhaut,,"46.0823239833, 6.9763778892",1546
1601,Leuk,Gepäck,reisebuero.leuk-susten@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhof,,3952,Leuk,,"46.3118851335, 7.64394777254",1547
1609,Brig,Eventtickets,reisezentrum.brig@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,3900,Brig,,"46.3194210071, 7.98809158467",1548
1609,Brig,Gepäck,reisezentrum.brig@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,3900,Brig,,"46.3194210071, 7.98809158467",1549
1609,Brig,Velovermietung,reisezentrum.brig@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,3900,Brig,,"46.3194210071, 7.98809158467",1550
