didok;stationsbezeichnung;schliessfach_wert;schliessfach_zeit;naechste_dienststelle;entfernung;rollstuhl_billet;rollstuhl_wc;rollstuhl_verlad;mobilift;stufenloser_perronzugang;bats;autelca;automat_ktu;geopos
5272;Campo (Blenio);;;;;;;;;;;;;46.5556678501, 8.93890200419
5300;Lugano;7.0;;;;1;1;1;1;1;"Bus TPL linee 2 e 4 come funicolare per il centro partono dal piazzale della stazione. Autopostali, ARL e bus per Malpensa a 150 m.

La chiave per l'azionamento del montascale è ottenibile eccezionalmente presso la biglietteria di Lugano.

Dal P+R di via Basilea (lungo il marciapiede 4) è possibile accedere 
ai marciapiedi 4/3 e 2 tramite rampe e quindi senza ostacoli architettonici.";0;5;46.0055057275, 8.94687441524
5301;Lugano-Paradiso;;;Melide;4.0;0;0;0;0;0;;0;0;45.9889500461, 8.94627572854
5302;Melide;;;;;0;0;0;0;0;;0;1;45.9557228958, 8.9483527013
5303;Maroggia-Melano;;;Melide;4.0;0;0;0;0;0;PTT piazzale staz. davanti al sottoparsaggio;0;1;45.9324428303, 8.97393689235
5303;Maroggia-Melano;;;Mendrisio;8.0;0;0;0;0;0;PTT piazzale staz. davanti al sottoparsaggio;0;1;45.9324428303, 8.97393689235
5307;Chiasso;5.0;;;;1;1;1;1;1;;0;2;45.8321788009, 9.03144057629
5397;Caslano;;;Ponte Tresa;4.0;;;;;;;;0;45.9777381658, 8.8762822302
5398;Ponte Tresa;;;;;0;0;1;1;0;;;0;45.9699947197, 8.86047950248
5401;Tenero;;;Cadenazzo;8.0;0;0;0;1;0;;0;1;46.1774682553, 8.85022179541
5405;Quartino;;;Magadino-Vira;3.0;0;0;0;0;0;;0;0;46.1513026375, 8.88731923749
5407;S. Nazzaro;;;Magadino-Vira;5.0;0;0;1;0;1;;0;0;46.1351651392, 8.80705386556
5410;Gerra (Gambarogno);;;S. Nazzaro;3.0;0;0;0;1;0;;;0;46.1220435171, 8.784962426
5556;Brusino Arsizio;;;;;;;;;;;;;45.9299321326, 8.93798417609
5581;S. Maria Maggiore;;;;;;;;;;;;;46.1365930943, 8.46072747965
5774;Unterschächen, Post;;;;;;;;;;;;;46.8636180063, 8.76901979077
5775;Urigen;;;;;;;;;;;;;46.8714263347, 8.75820641491
5780;Isenthal, Post;;;;;;;;;;;;;46.9105446211, 8.5615667634
5781;Pura, Paese;;;;;;;;;;;;;45.9859431152, 8.86924460031
5783;Bosco/Gurin, Paese;;;;;;;;;;;;;46.3162593776, 8.49312379202
5851;Brenscino;;;;;;;;;;;;;46.1206301368, 8.70741689614
5863;Morcote, Piazza Grande;;;;;;;;;;;;;45.9226289721, 8.91606184066
5869;All'Acqua;;;;;;;;;;;;;46.4859717254, 8.4741668566
5874;Colmegna;;;;;;;;;;;;;46.0231438363, 8.75583088122
5953;Lumino, Paese;;;;;;;;;;;;;46.2305954761, 9.0657752152
5955;Roveredo GR, Posta;;;;;;;;;;;;;46.2377692654, 9.12754314721
5957;Leggia, Paese;;;;;;;;;;;;;46.2635806208, 9.16469525569
5965;Monte Ceneri;;;;;;;;;;;;;
6003;Sennhof-Kyburg;;;Winterthur Seen;3.0;0;0;0;0;1;;0;0;47.4651737084, 8.76033034905
6010;Sirnach;;;Wil;3.0;0;0;1;1;1;Busbetrieb Ostschweiz ab Bahnhof in Richtungen Wil SG, Fischingen + Bichelsee;0;1;47.4619919682, 9.00045935104
6012;Guntershausen;;;Eschlikon;4.0;0;0;0;0;0;;0;1;47.4741351028, 8.91701626605
6013;Aadorf;;;Elgg;3.0;0;0;0;0;1;;0;1;47.4881178542, 8.90328450849
6013;Aadorf;;;Wil;13.0;0;0;0;0;1;;0;1;47.4881178542, 8.90328450849
6017;Wiesendangen;;;Rickenbach-Attikon;2.0;0;0;0;0;1;;0;0;47.5255401974, 8.77601496118
6019;Islikon;;;Winterthur;12.0;0;0;0;0;1;;0;1;47.5478354373, 8.84618065529
6022;Thalheim-Altikon;;;Seuzach;4.3;0;0;0;0;1;;0;0;47.5696197047, 8.75762721172
4236;Geneveys-sur-Coffrane, Les;;;Hauts-Geneveys, Les;4.0;0;0;0;0;1;Arret bus VR pour Boudevilliers-(Neuchatel)-Cernier situé à 200m;0;1;47.015085057, 6.85321349712
4237;Hauts-Geneveys, Les;;;Geneveys-sur-Coffrane, Les;4.0;0;0;0;0;1;Bus VR depart de la place est de la gare;0;1;47.0471709782, 6.87466858452
4252;Cernier, centre;;;;;0;1;0;0;0;;0;0;47.0593474596, 6.90211665714
4284;La Presta;;;Travers;3.0;0;0;0;0;0;;0;0;46.9311182461, 6.65439645637
4287;Fleurier;;;;;;;;;;;;;46.904858645, 6.58157904283
4288;Buttes;;;Fleurier;4.0;0;0;0;0;1;;0;0;46.8884819201, 6.55386514566
4289;St-Sulpice NE;;;Fleurier;2.0;;;;;;;;;46.909316845, 6.5632879736
4292;Valeyres-sous-Montagny;;;Ste-Croix;21.0;;;;;;;;0;46.796849467, 6.61135883835
4292;Valeyres-sous-Montagny;;;Yverdon-les-Bains;3.0;;;;;;;;0;46.796849467, 6.61135883835
10;Basel SBB;5.0;;;;1;1;1;1;1;10 Min. Übergangszeit für Züge von und nach Frankreich;0;19;47.5474041527, 7.58955146721
25;Itingen;;;Lausen;2.0;0;0;0;0;1;;0;1;47.4672660009, 7.78720690694
32;Sommerau;;;Sissach;4.0;0;0;0;0;1;;0;1;47.4390111569, 7.85146338126
32;Sommerau;;;Läufelfingen;6.0;0;0;0;0;1;;0;1;47.4390111569, 7.85146338126
64;Therwil;;;Basel SBB;9.0;;;;;;;;0;47.4993335495, 7.55716560548
65;Ettingen;;;Basel SBB;11.0;;;;;;;;0;47.4837758652, 7.54599951302
84;Hölstein;;;Liestal;8.0;0;0;0;0;0;;0;0;47.4274242214, 7.77113475071
104;Court;;;Delémont;17.0;0;0;0;0;0;;0;1;47.2405870125, 7.34209529907
112;Bärschwil;;;Laufen;3.0;;;;;;;;;47.4007855483, 7.47690897871
119;Münchenstein;;;Dornach-Arlesheim;3.0;0;1;0;0;1;Tramhaltestelle hinter dem Bahnhof;0;1;47.5133857839, 7.61758557051
123;Glovelier;;;Delémont;13.0;0;0;0;0;1;;0;1;47.3352002384, 7.20929652415
123;Glovelier;;;Bassecourt;3.0;0;0;0;0;1;;0;1;47.3352002384, 7.20929652415
125;Courgenay;;;;;0;0;0;0;1;;0;1;47.4052177358, 7.12419139803
163;Tramelan-Collège;;;Les Breuleux;9.0;;;;;;;;;
164;Tramelan-Chalet;;;Les Breuleux;8.0;0;0;0;0;1;;;0;47.2234556821, 7.09244154101
166;Vacheries-Brunier;;;;;;;;;;;;;
173;Les Breuleux;;;Le Noirmont;6.0;0;0;0;0;1;;;0;47.2104316521, 7.00515503722
183;Bellevue;;;La Chaux-de-Fonds;4.0;0;0;0;0;1;;0;0;47.1182980381, 6.86424550606
196;Bollement;;;Glovelier;14.0;0;0;0;0;1;;0;0;47.2971674077, 7.12394451838
199;Combe-Tabeillon;;;Saignelégier;20.0;0;0;0;0;1;;0;0;47.3137976183, 7.15844416298
199;Combe-Tabeillon;;;Glovelier;6.0;0;0;0;0;1;;0;0;47.3137976183, 7.15844416298
200;Pieterlen;;;Grenchen Süd;5.0;0;0;0;0;1;;0;1;47.1714342219, 7.34019009864
251;Nesselboden;;;;;;;;;;;;;47.2455191279, 7.50781415236
260;Crémines-Zoo;;;Crémines;4.0;0;0;0;0;0;Zoo Siky-Ranch, 20m ab Haltestelle;0;0;47.2725577325, 7.4566263866
263;Im Holz;;;Solothurn;9.0;0;0;0;0;1;;0;0;47.2309086622, 7.47500759254
265;Gänsbrunnen;;;Moutier;10.0;0;0;0;0;0;;0;0;47.2654594613, 7.4651864669
267;Crémines;;;Gänsbrunnen;7.0;0;0;0;0;0;;0;0;47.2855739666, 7.43530913671
273;St. Katharinen;;;Niederbipp;12.0;0;0;0;0;0;;0;0;47.2161101361, 7.54978312439
275;Bei den Weihern;;;Wiedlisbach;7.0;0;0;0;0;0;;0;0;47.2283885219, 7.56657797113
275;Bei den Weihern;;;Niederbipp;12.0;0;0;0;0;0;;0;0;47.2283885219, 7.56657797113
283;Riedholz;;;Wiedlisbach;7.0;0;0;0;0;1;;0;0;47.2310350558, 7.57267176839
285;Flumenthal;;;Solothurn;7.7;0;0;0;0;0;;0;0;47.23916293, 7.59667596096
285;Flumenthal;;;Niederbipp;8.0;0;0;0;0;0;;0;0;47.23916293, 7.59667596096
287;Wiedlisbach;;;Niederbipp;4.0;0;1;1;0;1;Perron auf Einstiegshöhe, Niederflur- Züge;0;0;47.2528826303, 7.64609688367
288;Oberbipp;;;Wiedlisbach;2.0;0;0;0;0;0;;0;0;47.2596459126, 7.6609734596
288;Oberbipp;;;Solothurn;12.0;0;0;0;0;0;;0;0;47.2596459126, 7.6609734596
289;Buchli;;;Niederbipp;2.0;0;1;0;0;0;;0;0;47.2636317218, 7.67837843477
292;Klus;;;Oensingen;3.0;0;1;0;0;1;;0;0;47.3034784151, 7.69475500483
304;Eiken;;;Laufenburg;6.0;0;0;0;0;1;;0;1;47.5330359504, 7.98977700634
308;Schinznach Dorf;;;Wildegg;6.0;;;;;;;;;47.457096963, 8.13077027079
309;Brugg AG;3.0;;;;1;1;1;0;1;Lift zu allen Perron;0;4;47.4808528316, 8.20882744791
310;Villnachern;;;Brugg AG;5.0;;;;;;;;;47.474364319, 8.15763284493
320;Stein-Säckingen;3.0;;Frick;7.0;0;0;0;0;0;;0;1;47.5415967349, 7.94882272396
320;Stein-Säckingen;3.0;;Möhlin;10.0;0;0;0;0;0;;0;1;47.5415967349, 7.94882272396
324;Etzgen;;;;;;;;;;;;;47.5724679996, 8.10421713768
329;Koblenz;;;Döttingen;6.0;0;0;0;1;1;;0;1;47.6003354815, 8.22702315842
329;Koblenz;;;Bad Zurzach;8.0;0;0;0;1;1;;0;1;47.6003354815, 8.22702315842
757;Erschwil, Post;;;;;;;;;;;;;47.373340826, 7.5418994619
760;Günsberg, Post;;;;;;;;;;;;;47.2576004245, 7.57667505162
770;Beinwil SO, Post;;;;;;;;;;;;;47.3610719189, 7.57717958659
864;Roche JU, La;;;Saignelégier;14.0;;;;;;;;;47.3122590619, 7.14386489862
866;Sairains, Les, bif.;;;;;;;;;;;;;47.2964469174, 7.08350484412
867;Saulcy, poste;;;;;;;;;;;;;47.3012660645, 7.15388236549
870;Bure-Casernes POST/PBu;;;;;;;;;;;;;
890;Mont-Tramelan, scierie;;;;;;;;;;;;;47.2101735565, 7.05387834517
1004;Bourdigny;;;Plaine, La;6.0;;;;;;;;0;
1008;Genève;7.0;;;;1;1;1;1;1;;0;17;46.2102022669, 6.14245302875
1011;Tuileries, Les;;;Versoix;4.0;0;0;0;0;0;;0;0;46.2499433407, 6.14734101981
1011;Tuileries, Les;;;Genève;4.0;0;0;0;0;0;;0;0;46.2499433407, 6.14734101981
1013;Pont-Céard;;;Nyon;12.0;0;0;0;0;1;;0;1;46.287391434, 6.16267245042
1014;Mies;;;Nyon;10.0;0;0;0;0;0;;0;1;46.2998757136, 6.1695702204
1017;Crans;;;Versoix;10.0;0;0;0;0;1;;;0;46.3587471656, 6.21247774976
1021;Genthod-Bellevue;;;Genève;5.0;0;0;0;0;1;;0;1;46.2567305087, 6.15396312897
1022;Versoix;;;Genève;8.0;0;1;1;0;1;;0;2;46.2797158332, 6.16574632626
1024;Céligny;;;Versoix;8.0;0;0;0;0;1;;;0;46.3479691084, 6.20009332692
1030;Nyon;7.0;;;;1;1;1;1;1;;0;5;46.3844060313, 6.23597429701
1033;Rolle;;;;;0;0;1;0;0;Bus PTT et Bus ARG de la place de la gare + port CGN à 1500m.;0;2;46.4627356609, 6.3364081818
1034;Perroy;;;;;;;;;;;;0;46.4712228249, 6.36299352204
1036;St-Prex;;;Morges;4.0;0;0;0;0;0;;0;2;46.4823041329, 6.45590462293
1040;Prangins;;;Nyon;2.0;;;;;;;;0;46.3959991986, 6.24498834605
1040;Prangins;;;Gland;3.0;;;;;;;;0;46.3959991986, 6.24498834605
1045;Denges-Echandens;;;Morges;5.0;0;0;0;0;1;;0;2;46.5291203863, 6.54050855527
1056;Sus-Châtel;;;St-Cergue;8.0;;;;;;;;;46.4384765157, 6.20587061248
1060;Cure, La;;;Nyon;27.0;;;;;;;;;46.4651296345, 6.07357840977
1061;Givrine, La;;;Cure, La;4.0;;;;;;;;;46.4545850909, 6.11145235515
1062;St-Cergue;;;;;;;;;;;;;46.4485976182, 6.16037053791
1064;Bassins;;;Genolier;4.0;;;;;;;;;46.4605522576, 6.22231836609
1069;L'Asse;;;Nyon;3.0;;;;;;;;;46.4018068084, 6.21176358536
1084;Manège, Le;;;Bière;9.0;;;;;;;;;46.5591047161, 6.43217980751
1089;Villars-Bozon;;;Bière;9.0;;;;;;;;;46.6104485763, 6.40235913767
1090;Prélionne;;;Bière;18.0;;;;;;;;0;46.5094565868, 6.48027233798
1092;Bussy-sur-Morges;;;Bière;14.0;0;0;0;0;1;;0;0;46.5267722214, 6.44651977426
1094;Apples;;;Bière;8.0;0;0;0;0;1;;0;0;46.550868514, 6.42358336032
1098;Montricher;;;Bière;9.0;0;0;0;0;1;;0;0;46.596320012, 6.39305083719
1107;Arnex;;;Croy-Romainmôtier;6.0;0;0;0;0;0;;0;1;46.6980662731, 6.51890326658
1108;Sarraz, La;;;Vallorbe;23.0;0;0;0;0;1;"Non-occupée.
Accès au quai sans escalier (rampe ou ascenseur): seulement voie 1";0;1;46.6587767613, 6.51736524915
1110;Ependes;;;Yverdon-les-Bains;6.0;0;0;0;0;0;;0;1;46.7464094417, 6.60765826253
1111;Essert-Pittet;;;Chavornay;3.0;0;0;0;0;0;;0;1;46.7276595753, 6.58065762221
1112;Chavornay;;;Yverdon-les-Bains;12.0;0;0;0;1;0;Direction Orbe, départ de la place de la gare;0;1;46.7100764779, 6.56816025319
1113;Bavois;;;Yverdon-les-Bains;15.0;0;0;0;0;0;;0;1;46.6876714456, 6.55933195932
1114;Eclépens;;;Sarraz, La;4.0;0;0;0;0;1;Non-occupée;0;1;46.6571840947, 6.55242099774
16158;Bex;;;;;1;1;1;1;0;BVB départ de la place de la gare;0;2;
16181;Solothurn ASM;;;;;;;;;;;;;47.2046387794, 7.5434901933
16218;Winterthur Hegi;;;Oberwinterthur;2.0;0;0;0;0;1;;0;1;47.5015644748, 8.76930571536
16270;Arbon Seemoosriet;;;;;0;0;0;0;1;;0;1;47.5215190263, 9.42429272006
16271;Steinach;;;;;0;0;0;0;1;;0;1;47.5008611902, 9.44212099652
16764;Riehen;;;;;0;0;0;0;0;;0;1;47.5831998345, 7.65230105793
16964;Brienz;3.0;;;;0;0;1;0;1;;0;1;
16966;Sarnen;;;Giswil ZB;9.0;0;1;1;1;1;Postauto fahren ab Busbahnhof;0;2;
17020;Konolfingen;;;;;1;1;1;1;1;Bus: Konolfingen Dorf-Münsingen-Belp-Bern Flughafen (Bahnhofplatz);0;0;
17023;Zollikofen;;;Bern;7.0;0;0;1;1;1;Perronhöhe 55cm. RBS Gleis 21 und 22, PTT/RBS Bus auf dem Bahnhofplatz;0;0;
17023;Zollikofen;;;Schönbühl;6.0;0;0;1;1;1;Perronhöhe 55cm. RBS Gleis 21 und 22, PTT/RBS Bus auf dem Bahnhofplatz;0;0;
17025;Bern Bümpliz Süd;;;Bern Bümpliz Nord;2.0;0;0;0;0;1;;0;0;
17028;Avenches;;;Murten;8.0;0;1;1;0;1;;0;1;
17086;Alpnachstad ZB;;;;;0;0;0;0;0;Pilatusbahn 50 m, Schiff(Unterführung mit Rollstuhllift) 150 m;0;1;
17091;Lungern ZB;;;Kaiserstuhl OW ZB;4.0;0;0;1;0;1;;0;1;
17097;Oberried am Brienzersee ZB;;;Brienz;8.0;0;0;0;0;1;;0;1;
17097;Oberried am Brienzersee ZB;;;Interlaken Ost;9.0;0;0;0;0;1;;0;1;
17098;Ringgenberg ZB;;;Oberried am Brienzersee ZB;6.0;0;0;0;0;1;;0;1;
18086;Lenzburg RBL;;;;;;;;;;;;;
18111;Zweisimmen;3.0;;Gstaad;17.0;1;1;1;1;1;;0;0;
18415;Grünenmatt;;;Ramsei;3.0;0;0;0;0;1;;0;0;
18424;Schüpfheim;;;;;0;0;1;0;1;;0;0;
18435;Speicher;;;Teufen;5.0;0;1;1;1;1;AB-Bus nach Teufen+Speicherschwendi;;0;
18452;Prilly-Malley;;;Lausanne;3.0;0;0;0;0;1;;2;0;46.5266893352, 6.60262941596
18962;Lausanne-Haldimand;;;;;;;;;;;;;
19133;Fribourg/Freiburg Poya;;;Düdingen;4.0;0;0;0;0;1;;0;0;46.8147023081, 7.15543003707
19370;Bernina Diavolezza;;;Pontresina;11.0;0;0;0;0;0;;0;0;46.4417936475, 9.98230332116
30003;Cossonay-Ville;;;;;;;;;;;;;46.6120439348, 6.50989939856
73363;Aadorf, Bahnhof;;;;;;;;;;;;;47.4884126598, 8.90273523757
73426;Landschlacht, Post;;;;;0;0;0;0;1;;0;0;47.6273101853, 9.24591455486
74547;Paspels, Post;;;Rodels-Realta;3.0;;;;;;;;;46.7495487926, 9.44227784676
74635;Brail;;;;;;;;;;;;;46.6560214728, 10.0348778414
75131;Pianezzo, Posta;;;;;;;;;;;;;46.1689795662, 9.02856826993
76698;Moosegg, Hotel RM/Autoaoe;;;;;;;;;;;;;
76776;Genevez JU, Les;;;;;;;;;;;;;
76930;Obersteckholz, Post;;;;;;;;;;;;;47.1995401431, 7.81764027741
78176;Bottmingen, Batteriestrasse;;;;;;;;;;;;;47.527718604, 7.57334888246
87471;Gwatt, Gwattzentrum;;;;;;;;;;;;;46.7181998399, 7.62772591735
94258;Langenthal Industrie Nord;;;Roggwil Dorf;3.0;0;1;0;0;1;;0;0;47.2285564797, 7.78647176723
6176297;Wängi Post;;;;;;;;;;;;;
1885;Grand-St-Bernard, Le;;;;;;;;;;;;;45.8689086256, 7.17077989655
1890;Morgins, poste;;;Val-d'Illiez;15.0;;;;;;;;;46.2371276294, 6.85527221288
1890;Morgins, poste;;;Monthey-Ville;16.0;;;;;;;;;46.2371276294, 6.85527221288
1890;Morgins, poste;;;Monthey;16.0;;;;;;;;;46.2371276294, 6.85527221288
2007;Sursee;0.0;;;;1;1;1;1;1;;0;5;47.1707889132, 8.09787795205
2009;Sempach-Neuenkirch;;;;;0;0;0;0;0;;0;2;47.1160520887, 8.19596739854
2022;Eschenbach;;;Emmenbrücke;9.0;0;0;0;1;1;;0;1;47.1323911487, 8.32277893852
2023;Ballwil;;;Hochdorf;3.0;0;0;0;1;0;;0;1;47.1537643847, 8.31688138659
2024;Hochdorf;;;;;0;0;0;1;1;"ZVB-Busse und Postauto (Richtung Rotkreuz) beim Bahnhofplatz;; Postauto (Richtung Sempach) durch die Unterführung, Seite Industrie";0;2;47.1669743615, 8.28868696709
2025;Baldegg;;;Hitzkirch;3.0;0;0;0;1;0;;0;1;47.1856838433, 8.28020982028
2027;Hitzkirch;;;Hochdorf;7.0;0;0;0;0;0;;0;1;47.2226679578, 8.25198154865
2028;Emmenbrücke Gersag;;;Emmenbrücke;1.0;0;0;0;0;0;;0;1;47.0783132004, 8.27679952708
2031;Hallwil-Dürrenäsch;;;Seon;2.0;0;0;0;0;0;;0;1;47.3286359778, 8.17593763411
2038;Beromünster, Post;;;Sursee;15.0;;;;;;;;;47.2078636374, 8.18946607655
2089;Wittwil, Käserei;;;;;;;;;;;;;47.2919552476, 8.03937868811
2092;Geuensee, Chäppelimatt;;;;;;;;;;;;;47.1979810503, 8.10877075963
2096;Attelwil, alte Post;;;;;;;;;;;;;47.2609313478, 8.04471153597
2101;Kölliken;;;Oberentfelden;3.0;0;0;0;0;0;;0;1;47.3372920119, 8.0264455205
2105;Othmarsingen;;;Lenzburg;5.0;0;0;1;0;0;;0;1;47.4074269011, 8.21478836445
2106;Mägenwil;;;Baden;10.0;0;0;0;0;0;;0;1;47.4145021864, 8.23513921004
2110;Dulliken;;;Schönenwerd SO;5.0;0;0;0;0;0;;0;1;47.3542660407, 7.94648945968
2111;Däniken;;;Dulliken;3.0;0;0;0;0;0;;0;1;47.356386391, 7.97875336334
2112;Schönenwerd SO;;;Aarau;4.0;0;0;0;0;0;;0;1;47.3714221617, 8.00015594913
2115;Wildegg;;;Lenzburg;4.0;0;0;0;1;0;RBL + PTT auf Bahnhofplatz;0;1;47.4152733765, 8.16299733569
2122;Kölliken Oberdorf;;;Oberentfelden;4.0;0;0;0;0;0;;0;0;47.3246738705, 8.01907059825
2162;Unterkulm;;;Gränichen;6.0;0;0;1;0;1;;0;0;47.3101283177, 8.11512431902
2166;Leimbach AG;;;Unterkulm;7.0;0;0;1;0;0;;;0;47.2727123979, 8.16785753252
2167;Reinach AG Nord;;;Menziken;2.0;0;0;0;0;0;;0;0;47.2580305203, 8.18088265718
2168;Reinach AG;;;Menziken;1.0;0;1;1;1;1;;1;0;47.250108124, 8.18333544082
2171;Suhr Ausweiche;;;Aarau WSB;4.0;0;0;0;0;1;;;0;
2197;Hirschthal;;;Schöftland;2.0;0;0;0;1;0;;0;0;47.3198850798, 8.05281447083
2199;Schöftland;;;Oberentfelden;8.0;0;1;0;0;1;Busse Richtung Zofingen, Sursee und Schiltwald ab Perron 1;0;0;47.3058772399, 8.05000860649
2205;Walchwil;;;Arth-Goldau;6.0;0;0;0;0;1;;0;1;47.0986827694, 8.51692521124
2207;Sihlbrugg;;;Horgen Oberdorf;3.0;0;0;0;0;0;;1;0;47.2384269603, 8.57704161187
2208;Horgen Oberdorf;;;Oberrieden Dorf;2.1;0;0;0;0;0;;0;1;47.2587470381, 8.58980260632
2211;Hendschiken;;;Wohlen;7.0;1;0;1;0;0;;0;1;47.3894242237, 8.20737399629
2211;Hendschiken;;;Lenzburg;3.0;1;0;1;0;0;;0;1;47.3894242237, 8.20737399629
2212;Dottikon-Dintikon;;;Lenzburg;6.0;0;0;0;0;0;;0;1;47.3736425259, 8.23468774088
2218;Sins;;;;;0;0;0;0;0;ZVB + BSF ab Bahnhofplatz;0;1;47.188308281, 8.39780794584
2222;Bonstetten-Wettswil;;;Birmensdorf ZH;5.0;0;0;0;0;0;;0;1;47.3258957392, 8.46817514105
2229;Urdorf Weihermatt;;;Birmensdorf ZH;3.0;0;0;0;0;1;;0;1;47.3809708849, 8.43033031194
2231;Zug Oberwil;;;Arth-Goldau;13.0;0;0;0;0;1;;0;0;47.147675872, 8.50992153777
2268;Belveder BDWM;;;Bremgarten;3.0;;;;;;;;0;47.3575788529, 8.35923445225
2269;Erdmannlistein;;;Berikon-Widen;9.0;;;;;;;;;47.3495926946, 8.31276009788
2272;Bremgarten West;;;;;;;;;;;;0;47.3455814164, 8.33730998745
2275;Heinrüti;;;Berikon-Widen;2.0;;;;;;;;0;47.3620570949, 8.35486367689
2277;Rudolfstetten;;;Dietikon;5.0;;;;;;;;0;47.3700256744, 8.38179910885
2285;Neuägeri, Post;;;;;;;;;;;;;47.1520257088, 8.56312486392
2293;Menzingen, Bad Schönbrunn;;;;;;;;;;;;;47.1764971588, 8.56464184867
2750;Bellikon, Post;;;;;;;;;;;;;47.389509991, 8.34337523537
2753;Nesselnbach, Mitteldorf;;;;;;;;;;;;;47.3887466074, 8.29116405143
2760;Hütten, Schöntal;;;;;;;;;;;;;47.1770038218, 8.67143763337
2761;Menzingen, Post;;;;;;;;;;;;;47.1780904388, 8.59089044572
2777;Finstersee, Bostadel;;;;;;;;;;;;;47.1705133293, 8.63522222587
2886;Kirchleerau-Moosleerau, Post;;;;;;;;;;;;;47.2722028826, 8.06472879331
2899;Wohlenschwil, Post;;;;;;;;;;;;;47.4126695941, 8.25671052653
2978;Zug ZVB;;;Zug;1.0;;;;;;;;;
3000;Zürich HB;5.0;;;;1;1;1;1;1;;0;43;47.3781765756, 8.54019221036
3004;Zürich Tiefenbrunnen;;;Zollikon;1.0;0;0;1;0;1;Tram/Bus VBZ vis-à-vis Gleis 1;0;1;47.3501235091, 8.56137239898
3006;Zürich Oerlikon;4.0;;;;1;1;1;1;1;;0;8;47.4115288802, 8.54411523121
1120;Lausanne;4.0;;;;1;1;1;1;1;;0;17;46.5167786487, 6.62909314109
1122;Lutry;;;Vevey;14.0;;;;;;;1;;46.5037789699, 6.69061164399
1123;Villette VD;;;Cully;2.0;0;0;0;0;0;;0;1;46.4953325352, 6.70728469954
1123;Villette VD;;;Vevey;12.0;0;0;0;0;0;;0;1;46.4953325352, 6.70728469954
1124;Cully;;;Lausanne;8.0;0;0;0;0;0;;0;2;46.488550014, 6.72714757327
1127;St-Saphorin;;;Vevey;4.0;0;0;0;0;0;;0;1;46.4725855624, 6.7970306112
1151;Charbonnières;;;Sentier-Orient;10.0;;;;;;;;0;46.664292668, 6.31709086608
1153;Lieu, Le;;;Sentier-Orient;6.0;;;;;;;;0;46.6469077132, 6.28344801274
1153;Lieu, Le;;;Pont, Le;5.0;;;;;;;;0;46.6469077132, 6.28344801274
1154;Esserts-de-Rive;;;Sentier-Orient;4.0;;;;;;;;;46.6320261658, 6.26051984215
1155;Rocheray, Le;;;Sentier-Orient;3.0;;;;;;;;0;46.6244976832, 6.25030291904
1155;Rocheray, Le;;;Pont, Le;10.0;;;;;;;;0;46.6244976832, 6.25030291904
1158;Chez-le-Maître;;;Brassus, Le;2.0;;;;;;;;0;46.5976769603, 6.21870751842
1159;Brassus, Le;;;Vallorbe;24.0;0;0;0;0;0;PTT partent de la place de la gare;;0;46.5857808652, 6.21429164691
1160;Lausanne-Chauderon;;;Lausanne;2.0;0;1;0;0;1;;0;0;46.5232251758, 6.62606417447
1162;Union-Prilly;;;Lausanne-Chauderon;3.0;;;;;;;;;46.5347129075, 6.60985747159
1164;Cery-Fleur-de-Lys;;;Echallens;18.0;;;;;;;;;46.5445731292, 6.60501249912
1165;Jouxtens-Mézery;;;Lausanne-Chauderon;6.0;;;;;;;;;46.5483270754, 6.60169481512
1166;Romanel-sur-Lausanne;;;Lausanne-Chauderon;5.0;0;0;0;0;1;;1;0;46.5624618227, 6.60317132526
1167;Lussex, Le;;;Lausanne-Chauderon;7.0;;;;;;;;;46.5568675836, 6.60091044219
1169;Cheseaux;;;Echallens;7.0;0;0;0;0;1;PTT départ place de la gare;1;0;46.5843428205, 6.60596420945
1171;Etagnières;;;Lausanne-Chauderon;10.0;;;;;;;;;46.6000475563, 6.61303079834
1172;Assens;;;Lausanne-Chauderon;11.0;;;;;;;;;46.6131460886, 6.62053266048
1176;Fey;;;Lausanne-Chauderon;21.0;;;;;;;;;46.6743150936, 6.68508201914
1191;Orbe;;;Les Granges (Orbe);1.0;0;0;0;0;1;;0;0;46.7243888263, 6.53010963129
1200;Vevey;4.0;;;;1;1;1;1;1;;0;6;46.4629974303, 6.84345000982
1201;Tour-de-Peilz, La;;;Vevey;2.0;0;0;0;1;1;;0;2;46.4554432937, 6.85953018827
1201;Tour-de-Peilz, La;;;Montreux;5.0;0;0;0;1;1;;0;2;46.4554432937, 6.85953018827
1202;Burier;;;Vevey;3.0;0;0;0;0;1;;0;1;46.4478763825, 6.87711567196
1253;Chardonne-Jongny;;;Vevey-Plan;1.0;;;;;;;;0;46.4770751048, 6.83309919647
1265;Chiésaz, La;;;Blonay;2.0;;;;;;;;0;46.4695091962, 6.88213797898
1284;Chevalleyres, Les;;;Blonay;2.0;;;;;;;;;46.4755868541, 6.89813047282
1285;Fayaux;;;Blonay;2.0;;;;;;;;;46.4699734519, 6.90763892601
1286;Ondallaz-L'Alliaz;;;Blonay;3.0;;;;;;;;;46.473160448, 6.91396163947
1288;Pléiades, Les;;;Blonay;5.0;;;;;;;;;46.4833520145, 6.90994281169
1303;Villeneuve;;;;;0;0;1;1;0;;0;1;46.3983659275, 6.92699984758
1304;Roche VD;;;Aigle;6.0;0;0;0;0;0;;0;0;46.3586855943, 6.92704973241
