didok,stationsbezeichnung,parkrail_anzahl,parkrail_preis_tag,parkrail_preis_monat,parkrail_preis_jahr,parkrail_pflichtig_zeit1,parkrail_pflichtig_zeit2,parkrail_pflichtig_zeit3,parkrail_bemerkung,railtaxitext,railtaxiinfo,mietvelo_bezeichnung,mietvelo_anzahl,mietvelo_bemerkung,veloparking_status_d,veloparking_bemerkung_d,veloparking_abschliessbar,veloparking_abschliessbar_text,carsharing standort_bezeichnung,geopos
4100,Fribourg/Freiburg,135,10,150,1500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Parking Gare routière - Tageskarte «SBB-Kunden» CHF 15.-, Monats- und Jahresabos (Öffnungszeiten 05.00-01.00), Verkauf nur vor Ort / Parking Ancienne Gare (24h/24) Plätze nur stunden- oder tageweise, Verkauf nur vor Ort.",Gratisnummer 0800 44 22 66,"Zugehörige Agglomerationsstandorte: Villars-sur-Glane, Givisiez, Marly, Belfaux, Grolly, Crominboeuf, Courtepin, Matran, Neyruz, Düdigen.<br>RailTaxi-Partner: Taxis Réunis SA",Kindervelo,1,Selbstbedienungs-Station,Immer genügend Veloabstellplätze verfügbar,,1,Gepäckschalter,Fribourg Gare,"46.8032670642, 7.15102324519"
4221,Neuchâtel,190,14,150,1500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","P+Rail 1 = 190 Plätze erhältlich /
P+Rail 2 = 100 Plätze erhältlich/ Verkauf am SBB Bahnschalter Neuchâtel mit Warteliste und spezifische Voraussetzungen.",Gratisnummer 0800 44 22 66,Zugehörige Agglomerationsstandorte: alle weitere Orte mit Fahrten von/nach Bhf. Neuchâtel ohne Zuschlag.<br>RailTaxi-Partner: Taxis Roland Sàrl,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,1,Velostation http://www.neuchatelville.ch/velostation,Neuchâtel Gare,"46.9967222076, 6.93570514491"
4027,Neyruz,11,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.7660458572, 7.06503067751"
4215,Travers,20,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.9424047306, 6.67656029661"
4209,Colombier,8,6,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.9676392173, 6.84886986434"
4216,Noiraigue,12,0,0,0,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.9549132858, 6.72179933612"
4129,Galmiz,4,0,0,0,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.9508680462, 7.15319870378"
4124,Dompierre,6,0,0,0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.8543983208, 6.98535899591"
4136,Cousset,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.8186006837, 6.97748421108"
3207,Richterswil,132,8,80,800,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Tageswahlkarte, Monats- und Jahreskarten am Schalter, Tages- und Mehrtageskarten an der Parkuhr oder online via Ticketshop erhältlich.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Richterswil Bahnhof Burghalden,"47.2083677131, 8.70746042267"
3101,Küsnacht ZH,33,8,80,800,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Küsnacht (ZH) Bahnhof,"47.3191528026, 8.58061588761"
3105,Uetikon,118,8,80,800,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Uetikon am See Bahnhof,"47.2590294057, 8.678774746"
3209,Pfäffikon SZ,178,7,70,700,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Pfäffikon (SZ) Bahnhof,"47.2029974467, 8.77811068503"
3119,Schänis,13,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.1576544109, 9.04396432715"
3106,Männedorf,8,6,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Männedorf Bahnhof,"47.2534223208, 8.69233239506"
3006,Zürich Oerlikon,,,,,,,,,Gratisnummer 0800 44 22 66,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,1,Tiefbauamt Stadt Zürich http://www.stadt-zuerich.ch/content/ted/de/index/mobil_in_zuerich/per_velo/veloroutennetz/veloabstellplaetze/bike_u_ride.html,Zürich Oerlikon Bahnhof / Wattstrasse,"47.4115288802, 8.54411523121"
3136,Fischenthal,6,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.333298028, 8.92327465614"
3008,Zürich Affoltern,,,,,,,,,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,1,Tiefbauamt Stadt Zürich http://www.stadt-zuerich.ch/content/ted/de/index/mobil_in_zuerich/per_velo/veloroutennetz/veloabstellplaetze/bike_u_ride.html,,"47.4209123371, 8.5085656936"
3009,Zürich Wollishofen,,,,,,,,,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Zürich Wollishofen Bahnhof,"47.3474399219, 8.53358828018"
3225,Ziegelbrücke,122,6,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,Elektrovelo,2,Selbstbedienungs-Station,Immer genügend Veloabstellplätze verfügbar,,0,,Ziegelbrücke Bahnhof,"47.1361516592, 9.06003718984"
3313,Niederglatt,53,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,1,Gepäckschalter,Niederglatt Bahnhof,"47.4874689477, 8.50329612568"
3227,Näfels-Mollis,27,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Näfels Bahnhof Näfels-Mollis,"47.0987196928, 9.0699449253"
3221,Siebnen-Wangen,96,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Siebnen Bahnhof,"47.1826674891, 8.90069892838"
3311,Rümlang,77,6,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Rümlang Bahnhof,"47.4540663116, 8.53274503651"
3223,Reichenburg,21,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.1726951083, 8.98230203354"
3402,Eglisau,97,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-12:00",,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,Eglisau Bahnhof,"47.5723728054, 8.51653513851"
3420,Lottstetten,36,0,0,0,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"47.6257356296, 8.56680664761"
3304,Kemptthal,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.452833265, 8.70557069755"
3410,Rietheim,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.6007474568, 8.27730806919"
6206,Wil,83,7,70,700,"Mo,Tu,We,Th,Fr,Sa,Su 06:00-21:00","Mo,Tu,We,Th,Fr,Sa,Su 06:00-21:00",,"WIPA (Tiefgarage:10.--/100.--), Online-Ticket erhältlich.",Gratisnummer 0800 44 22 66,"Zugehörige Agglomerationsstandorte: Sirnach, Bronschhofen, Schwarzenbach, Rickenbach TG, Algertshausen, Zuzwil, Henau, Wilen bei Wil.<br>RailTaxi-Partner: Umwelt Taxi Schwendimann",,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,Wil (SG) Bahnhof,"47.4624092373, 9.04098327921"
6014,Elgg,75,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Elgg Bahnhof,"47.4985287524, 8.86339187202"
6042,Pfungen,22,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.5160332387, 8.64661156441"
6020,Seuzach,73,6,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Seuzach Bahnhof,"47.5357677342, 8.73886853866"
6021,Dinhard,16,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 06:00-19:00",,,Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.5533468989, 8.75295793686"
6155,Lancy-Pont-Rouge,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.6482873603, 8.91673503093"
1120,Lausanne,,,,,,,,"Parking de la Gare, vom Privatunternehmen Vinci Park betrieben, Tel. 021 617 67 44 .",Gratisnummer 0800 44 22 66,"RailTaxi Treffpunkt: Ausgang Nord, neben Fly Rail Baggage, in Nähe Eingang Aperto 
Zugehörige Agglomerationsstandorte: Belmont, Bussigny, Echandons, Ecublens, Epalinges, Grandvaux, La Conversion, Lutry, Prilly, Pully, Renens
Partner: Taxiphone Coopérative, Lausanne",,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,1,Gepäckschalter,Bussigny-près-Lausanne Gare,"46.5167786487, 6.62909314109"
1203,Clarens,47,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 07:00-19:00","Mo,Tu,We,Th,Fr,Sa,Su 07:00-19:00","Mo,Tu,We,Th,Fr,Sa,Su 07:00-19:00","CHF 0.80/Stunde (Parkuhr), Online-Ticket erhältlich",,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Clarens Gare,"46.442731817, 6.895777987"
1108,"Sarraz, La",26,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.6587767613, 6.51736524915"
1114,Eclépens,16,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.6571840947, 6.55242099774"
1035,Allaman,88,7,70,700,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.4757395273, 6.39970400408"
1016,Founex,30,0,0,0,,,,Anlage auf Gemeindegebiet,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.3356838492, 6.19720446544"
1017,Crans,,,,,,,,,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.3587471656, 6.21247774976"
1116,Vufflens-la-Ville,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.5762368388, 6.53076245457"
1021,Genthod-Bellevue,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.2567305087, 6.15396312897"
1040,Prangins,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.3959991986, 6.24498834605"
2203,Cham,61,6,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Verkauf Monatsparkkarte nur gegen Vorweisen eines gültigen Monatsabos, Verkauf Jahresparkkarte nur gegen Vorweisen eines gültigen Jahresabos (TVZG, Streckenabo, Z-Pass, Interabo, GA) Online-Ticket erhältlich.",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,Cham Bahnhof,"47.1782423661, 8.45748408001"
2215,Muri AG,53,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,"Knappe Verfügbarkeit von Veloabstellplätzen, teilweise überbelegt",,0,,Muri (AG) Bahnhof,"47.2766601869, 8.3397982935"
2034,Beinwil am See,68,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Beinwil a. See Bahnhof,"47.2672189808, 8.20221962657"
2112,Schönenwerd SO,16,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,1,Gepäckschalter,Schönenwerd Bahnhof,"47.3714221617, 8.00015594913"
2211,Hendschiken,16,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.3894242237, 8.20737399629"
2116,Schinznach Bad,6,5,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.4517752695, 8.16692832223"
3003,Zürich Stadelhofen,,,,,,,,,Gratisnummer 0800 44 22 66,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,1,Gepäckschalter,Zürich Stadelhofen Bahnhof,"47.3666105569, 8.54846647022"
2010,St. Erhard-Knutwil,8,4,40,400,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.1800770071, 8.07456185019"
2026,Gelfingen,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.2135545697, 8.26480670843"
2207,Sihlbrugg,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.2384269603, 8.57704161187"
2003,Reiden,34,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"47.2414629092, 7.96875676951"
2005,Nebikon,62,5,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.192373647, 7.97744173598"
2009,Sempach-Neuenkirch,31,6,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.1160520887, 8.19596739854"
1501,Charrat-Fully,14,0,0,0,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.1268026313, 7.12647773348"
1503,Riddes,18,0,0,0,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.1725010631, 7.2178509961"
1426,Bouveret,27,,,,,,,gebührenpflichtige Parkpläzte der Gemeinde,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.3858098753, 6.85324188489"
1302,Veytaux-Chillon,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.4176118611, 6.92785847954"
1425,"Evouettes, Les",,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.3628591884, 6.87946504066"
1423,Vionnaz,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.3150242286, 6.91620575308"
1424,Vouvry,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.3372911702, 6.89757423459"
6000,Winterthur,145,20,,,,,,Privates Angebot: Bahnhof Parking AG Tel 052 213 40 24 / Parktickets müssen am Schalter bewertet werden,Gratisnummer 0800 44 22 66,"RailTaxi Treffpunkt: Ausgang Ost, neben Eingang zu Kiosk, bei Fly Rail Baggage
Zugehörige Agglomerationsstandorte: Stadt Winterthur
Partner: TCW AG Taxi Schönenberger, Winterthur",Countrybike,18,Ausgabe/Rücknahme der Velos in neuer Velostation,"Knappe Verfügbarkeit von Veloabstellplätzen, teilweise überbelegt",,1,Velostation http://www.velostation.ch/staedte/winterthur.htm,Winterthur Bahnhof / Bahnhofparking,"47.5003335301, 8.72379907332"
5209,Biasca,62,6,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 07:00-19:00","Mo,Tu,We,Th,Fr,Sa,Su 07:00-19:00","Mo,Tu,We,Th,Fr,Sa,Su 07:00-19:00",Online-Ticket erhältlich.,,,Countrybike,0,Noleggio bici possibile solo su ordinazione almeno 2 giorni lavorativi prima.,Immer genügend Veloabstellplätze verfügbar,,0,,Biasca Stazione,"46.351982918, 8.97416705214"
5201,Airolo,39,5,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 07:00-19:00","Mo,Tu,We,Th,Fr,Sa,Su 07:00-19:00","Mo,Tu,We,Th,Fr,Sa,Su 07:00-19:00",Online-Ticket erhältlich.,,,Elektrovelo,4,Ausgabe/Rücknahme der Velos in örtlicher Basis Rent a Bike - Rückgabe der Velo am Bahnhof: bis 17.30,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.5275264817, 8.6086051345"
6005,Rikon,11,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Bis Ende September nur 6 statt 11 Parkplätze aufgrund Bauarbeiten,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Rikon im Tösstal Bahnhof,"47.4450032571, 8.79630774826"
6009,Saland,8,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.3942126094, 8.85420315671"
5400,Locarno,169,10,70,700,,,,Verkauf nur vor Ort,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Locarno Stazione,"46.1724273965, 8.80135894865"
5405,Quartino,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.1513026375, 8.88731923749"
218,Olten,108,12,,900,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",CHF 2.- pro Stunde / ab 4 Std jede weitere Stunde CHF 1.-- / Tageskarte nur am Schalter / Verkauf Jahreskarte nur vor Ort,Gratisnummer 0800 44 22 66,"RailTaxi Treffpunkt: Ende Rampe Perron 1, bei Fly Rail Baggage
Zugehörige Agglomerationsstandorte: Olten, Aarburg, Dulliken, Obergösgen, Rickenbach, Starrkirch-Wil, Trimbach, Wangen, Winznau
Partner: Taxi A. Bur AG, Olten",Elektrovelo,4,"Ausgabe/Rücknahme der Velos in örtlicher Velostation
Im Winterhalbjahr ist der Velobestand stark reduziert. Reservation nur auf Anfrage möglich.","Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,Velostation http://www.velostation.ch/velostationen/olten/,Olten Bahnhof,"47.3519295325, 7.907688105"
309,Brugg AG,80,10,80,800,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Tageskarten an zentraler Parkuhr / Abos am Schalter / Verkauf und Infos über die Verfügbarkeit nur vor Ort. Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Brugg Bahnhof,"47.4808528316, 8.20882744791"
1008,Genève,,,,1300,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Private Parkangebote Cornavin und Montbrillant.,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,1,http://www.velostation.ch/fr/velostations/geneve,Genève Les Grottes / Rue Fendt,"46.2102022669, 6.14245302875"
212,Oensingen,147,6,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich,,,,,,"Knappe Verfügbarkeit von Veloabstellplätzen, teilweise überbelegt",,0,,Oensingen Bahnhof,"47.2850232125, 7.70985469445"
217,Olten Hammer,28,6,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Olten Hammer Bahnhof,"47.3485517008, 7.8977062126"
215,Hägendorf,12,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich,,,,,,Immer genügend Veloabstellplätze verfügbar,,1,Gepäckschalter,,"47.3302605109, 7.84380971731"
1015,Tannay,16,5,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.3076341414, 6.18112481111"
209,Deitingen,8,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.218217892, 7.61889907416"
205,Bellach,,,,,,,,,Gratisnummer 0800 44 22 66,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"47.2089019374, 7.50785978776"
10,Basel SBB,,,,,,,,Private Parkangebote siehe Link: http://www.parkleitsystem-basel.ch/stadtplan.php,Gratisnummer 0800 44 22 66,"Treffpunkt RailTaxi: Ausgang Ost, Wegleitung P+Rail, nach Treppenabgang
Zugehörige Agglomerationsstandorte: Allschwil, Binningen, Birsfelden, Münchenstein, Muttenz, Riehen
Partner: 33er Taxi und Taxi-Zentrale AG, Basel",Mountainbike,8,"Ausgabe/Rücknahme der Velos in örtlicher Velostation;; zusätzlich verfügbar: 4 Elektro-Bikes, 4 Tourenvelos",Immer genügend Veloabstellplätze verfügbar,,1,Velostation http://www.velostation.ch/de/velostationen/basel-2/,Basel Bahnhof SBB / Central Bahnparking,"47.5474041527, 7.58955146721"
